"","codew","flux","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","collar_height_cm","codew","collar_diam"
"361","14.1.18.5.2011","0.46578743530686","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,27,22,18,5,22,48,488,52,100,0.42,854,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.18.5.2011",12
"362","14.1.18.8.2011","0.345835757327324","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,27,31,18,8,13,29,526,40,124,0.26,856,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.18.8.2011",12
"363","14.1.19.12.2011","0.328543969460958","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,32,19,12,14,19,453,46,124,0.3,856,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.19.12.2011",12
"364","14.1.20.1.2010","0.21770280121008","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2010,NA,27,20,1,17,25,472,33,124,0.21,829,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.20.1.2010",12
"365","14.1.20.10.2010","0.218490627993711","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2010,14.1,27,20,10,17,18,459,32,124,0.2,832,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.20.10.2010",12
"366","14.1.20.2.2011","0.448010830958259","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,21,25,20,2,11,37,428,52,86,0.49,853,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.20.2.2011",12
"367","14.1.21.11.2010","0.251801560460578","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2010,14.1,27,21,11,12,36,463,40,124,0.25,831,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.21.11.2010",12
"368","14.1.21.3.2011","0.395388041949049","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,27,21,3,22,55,487,49,124,0.31,851,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.21.3.2011",12
"369","14.1.21.4.2010","0.302889097276045","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2010,14.1,27,21,4,13,16,471,41,124,0.26,833,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.21.4.2010",12
"370","14.1.21.8.2010","0.16867573444411","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2010,14.1,38,21,8,14,37,513,21,124,0.13,835,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.21.8.2010",12
"371","14.1.23.4.2011","0.516935574182606","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,7,15,23,4,21,55,516,50,67,0.6,853,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.23.4.2011",12
"372","14.1.23.5.2009","0.219015845849465","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2009,25,27,23,5,17,14,462,33,124,0.21,834,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.23.5.2009",12
"373","14.1.23.5.2010","0.251801560460578","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2010,14.1,31,23,5,12,27,512,38,124,0.24,831,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.23.5.2010",12
"374","14.1.24.10.2013","0.540889839279599","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2013,27,24,24,10,10,23,478,52,72,0.58,854,8,"good","check numbers of sub_plot",14,NA,35.6,NA,18.7,18.7,8.3,"14.1.24.10.2013",12
"375","14.1.25.1.2012","0.636806449415103","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2012,21,13,25,1,16,57,486,51,52,0.79,852,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.25.1.2012",12
"376","14.1.25.11.2013","0.400012170007404","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2013,27,27,25,11,11,42,510,52,124,0.34,851,8,"good","check numbers of sub_plot",14,NA,40.2,NA,19.5,19.5,8.5,"14.1.25.11.2013",12
"377","14.1.25.5.2013","0.64057603781538","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2013,27,23,25,5,15,53,494,51,67,0.62,856,8,"good","check numbers of sub_plot",14,NA,43.3,NA,17.9,17.9,2.9,"14.1.25.5.2013",12
"378","14.1.28.6.2013","0.637673745658143","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2013,27,35,28,6,12,1,483,50,52,0.77,853,8,"good","check numbers of sub_plot",14,NA,47.7,NA,18.2,18.2,4.1,"14.1.28.6.2013",12
"379","14.1.29.1.2011","0.693659904980934","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,27,16,29,1,17,42,596,55,72,0.62,857,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.29.1.2011",12
"380","14.1.29.2.2012","0.448010830958259","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2012,27,17,29,2,16,49,538,51,76,0.54,853,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.29.2.2012",12
"381","14.1.29.7.2013","0.543564103581222","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2013,27,14,29,7,12,51,505,52,62,0.68,859,8,"good","check numbers of sub_plot",14,NA,19.9,NA,16.7,16.7,7.5,"14.1.29.7.2013",12
"382","14.1.29.8.2013","0.390501334369797","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2013,27,22,29,8,12,39,493,51,100,0.41,858,8,"good","check numbers of sub_plot",14,NA,37.3,NA,16.5,16.5,8.5,"14.1.29.8.2013",12
"383","14.1.29.9.2013","0.420997660180301","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2013,27,18,29,9,7,54,497,51,81,0.51,856,8,"good","check numbers of sub_plot",14,NA,32.8,NA,18.2,18.2,9.1,"14.1.29.9.2013",12
"384","14.1.30.10.2011","0.276668605861859","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,27,53,30,10,16,18,459,35,124,0.23,856,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.30.10.2011",12
"385","14.1.4.7.2011","0.467969109476915","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2011,27,40,4,7,18,13,470,52,110,0.39,858,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.4.7.2011",12
"386","14.1.7.3.2009","0.168271720708914","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,1,2009,27,27,7,3,17,12,444,25,124,0.16,833,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.1.7.3.2009",12
"387","14.2.11.6.2011","0.277638238826328","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,28,30,11,6,13,11,461,31,124,0.2,859,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.11.6.2011",12
"388","14.2.16.6.2010","0.185543307888521","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,14.2,27,16,6,12,7,474,27,124,0.17,835,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.16.6.2010",12
"389","14.2.16.9.2010","0.117931609303558","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,14.2,27,16,9,10,45,492,17,124,0.11,834,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.16.9.2010",12
"390","14.2.17.11.2011","0.519965677196572","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,28,22,17,11,10,51,496,53,100,0.43,858,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.17.11.2011",12
"391","14.2.17.12.2010","0.200229207162876","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,30,27,17,12,22,43,465,30,124,0.19,826,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.17.12.2010",12
"392","14.2.17.12.2013","0.520101397882604","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2013,28,11,17,12,17,13,471,51,48,0.87,848,8,"good","check numbers of sub_plot",14,NA,34.6,NA,19.1,19.1,7.4,"14.2.17.12.2013",12
"393","14.2.17.7.2010","0.185987722997236","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,14.2,27,17,7,12,36,459,29,124,0.19,837,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.17.7.2010",12
"394","14.2.17.9.2011","0.483038821799706","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,12,24,17,9,22,31,490,52,110,0.38,854,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.17.9.2011",12
"395","14.2.18.5.2011","0.500290208292553","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,28,20,18,5,22,52,475,51,91,0.45,854,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.18.5.2011",12
"396","14.2.18.8.2011","0.5175415947854","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,28,23,18,8,13,32,486,50,105,0.38,854,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.18.8.2011",12
"397","14.2.19.12.2011","0.354874646439288","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,26,19,12,14,21,459,52,120,0.35,856,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.19.12.2011",12
"398","14.2.20.10.2010","0.235297599377843","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,14.2,27,20,10,17,21,459,35,124,0.22,832,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.20.10.2010",12
"399","14.2.20.2.2011","0.344623716121738","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,22,14,20,2,11,40,414,50,62,0.65,853,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.20.2.2011",12
"400","14.2.21.11.2010","0.301798260191018","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,14.2,27,21,11,12,40,465,47,124,0.3,830,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.21.11.2010",12
"401","14.2.21.3.2011","0.292243335353645","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,28,21,3,22,59,454,36,124,0.23,851,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.21.3.2011",12
"402","14.2.21.4.2010","0.23558040899248","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,14.2,27,21,4,13,18,490,34,124,0.22,833,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.21.4.2010",12
"403","14.2.21.8.2010","0.185543307888521","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,14.2,27,21,8,14,40,512,27,124,0.17,835,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.21.8.2010",12
"404","14.2.23.4.2011","0.379086087733911","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,8,27,23,4,21,58,577,50,124,0.32,853,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.23.4.2011",12
"405","14.2.23.5.2009","0.16867573444411","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2009,26,27,23,5,17,18,467,31,124,0.2,835,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.23.5.2009",12
"406","14.2.23.5.2010","0.218228019065834","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2010,14.2,27,23,5,12,30,510,33,124,0.21,831,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.23.5.2010",12
"407","14.2.24.10.2013","0.553468672751218","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2013,28,12,24,10,10,25,480,51,52,0.79,854,8,"good","check numbers of sub_plot",14,NA,35.6,NA,18.7,18.7,8.3,"14.2.24.10.2013",12
"408","14.2.25.1.2012","0.567962508937795","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2012,22,13,25,1,17,1,492,52,57,0.73,852,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.25.1.2012",12
"409","14.2.25.11.2013","0.433855737857619","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2013,28,22,25,11,11,45,490,50,100,0.4,852,8,"good","check numbers of sub_plot",14,NA,40.2,NA,19.5,19.5,8.5,"14.2.25.11.2013",12
"410","14.2.25.5.2013","0.691147830274489","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2013,28,23,25,5,15,59,497,51,57,0.73,856,8,"good","check numbers of sub_plot",14,NA,43.3,NA,17.9,17.9,2.9,"14.2.25.5.2013",12
"411","14.2.28.6.2013","1.08236727881448","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2013,28,25,28,6,12,7,497,52,38,1.1,853,8,"good","check numbers of sub_plot",14,NA,47.7,NA,18.2,18.2,4.1,"14.2.28.6.2013",12
"412","14.2.29.1.2011","0.969471358975055","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,28,10,29,1,17,44,480,52,43,0.99,857,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.29.1.2011",12
"413","14.2.29.2.2012","0.448010830958259","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2012,28,18,29,2,16,51,504,52,81,0.52,853,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.29.2.2012",12
"414","14.2.29.7.2013","0.678664145623819","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2013,28,12,29,7,12,52,502,53,52,0.83,858,8,"good","check numbers of sub_plot",14,NA,19.9,NA,16.7,16.7,7.5,"14.2.29.7.2013",12
"415","14.2.29.8.2013","0.424457972141084","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2013,28,27,29,8,12,43,496,51,91,0.45,858,8,"good","check numbers of sub_plot",14,NA,37.3,NA,16.5,16.5,8.5,"14.2.29.8.2013",12
"416","14.2.29.9.2013","0.454677472994725","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2013,28,22,29,9,7,59,514,52,67,0.63,856,8,"good","check numbers of sub_plot",14,NA,32.8,NA,18.2,18.2,9.1,"14.2.29.9.2013",12
"417","14.2.30.10.2011","0.328543969460958","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,28,27,30,10,16,21,459,39,124,0.26,856,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.30.10.2011",12
"418","14.2.4.7.2011","0.491209999594035","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2011,28,21,4,7,18,16,468,53,96,0.45,858,8,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.4.7.2011",12
"419","14.2.7.3.2009","0.185098892779806","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,2,2009,28,37,7,3,17,17,451,28,124,0.18,833,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.2.7.3.2009",12
"420","14.NA.14.8.2009","0.185543307888521","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,NA,2009,14.2,27,14,8,10,26,435,26,124,0.17,835,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.NA.14.8.2009",12
"421","14.NA.15.9.2009","0.254528653173147","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,NA,2009,14.2,27,15,9,9,44,466,40,124,0.26,840,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.NA.15.9.2009",12
"422","14.NA.16.12.2009","0.285375101855322","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,NA,2009,15,27,16,12,14,17,526,37,124,0.23,831,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.NA.16.12.2009",12
"423","14.NA.16.7.2009","0.197573735067","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,NA,2009,14.2,26,16,7,16,21,480,33,120,0.22,834,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.NA.16.7.2009",12
"424","14.NA.17.6.2009","0.168473727576512","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,NA,2009,14.2,27,17,6,15,44,459,28,124,0.18,834,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.NA.17.6.2009",12
"425","14.NA.21.10.2009","0.285718513530238","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,NA,2009,NA,27,21,10,17,47,552,49,124,0.31,832,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.NA.21.10.2009",12
"426","14.NA.8.4.2009","0.185321100334163","SPD-02",14,NA,NA,"TOTAL",NA,NA,NA,NA,2009,14.2,27,8,4,15,34,463,32,124,0.2,834,NA,"good","check numbers of sub_plot",14,NA,NA,NA,NA,10.586231884058,NA,"14.NA.8.4.2009",12
"427","15.1.11.6.2011","0.190876289193101","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,29,27,11,6,13,16,443,22,124,0.14,859,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.11.6.2011",12
"428","15.1.16.6.2010","0.253316611967561","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2010,15.1,27,16,6,13,17,496,41,124,0.26,836,NA,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.16.6.2010",12
"429","15.1.17.11.2011","0.329311595557829","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,29,27,17,11,10,56,458,47,124,0.31,858,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.17.11.2011",12
"430","15.1.17.12.2013","0.35756971104429","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2013,29,26,17,12,17,19,476,51,120,0.34,848,8,"good","check numbers of sub_plot",15,NA,44.9,NA,19.1,19.1,8.4,"15.1.17.12.2013",12
"431","15.1.17.7.2010","0.169281755046903","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2010,15.1,27,17,7,12,42,442,26,124,0.16,838,NA,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.17.7.2010",12
"432","15.1.17.9.2011","0.190209666530028","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,35,17,9,22,38,447,35,124,0.23,856,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.17.9.2011",12
"433","15.1.18.5.2011","0.120759705449927","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,29,27,18,5,22,58,442,22,124,0.14,854,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.18.5.2011",12
"434","15.1.18.8.2011","0.242085030129127","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,29,27,18,8,13,39,453,29,124,0.19,856,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.18.8.2011",12
"435","15.1.19.12.2011","0.207501454396394","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,23,27,19,12,14,25,437,35,124,0.22,856,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.19.12.2011",12
"436","15.1.20.1.2010","0.385631110244078","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2010,NA,24,20,1,17,31,504,52,110,0.37,830,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.20.1.2010",12
"437","15.1.20.2.2011","0.12047689583529","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,23,27,20,2,11,48,394,16,124,0.1,852,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.20.2.2011",12
"438","15.1.21.3.2011","0.0687631377302693","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,15,29,21,3,23,5,432,15,124,0.1,851,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.21.3.2011",12
"439","15.1.21.4.2010","0.353794827910675","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2010,15.1,27,21,4,13,26,460,52,124,0.33,834,NA,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.21.4.2010",12
"440","15.1.23.4.2011","0.27569897289739","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,9,33,23,4,22,7,491,46,124,0.3,853,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.23.4.2011",12
"441","15.1.23.5.2009","0.330079221654701","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2009,27,44,23,5,17,26,504,50,120,0.33,836,NA,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.23.5.2009",12
"442","15.1.23.5.2010","0.318948643250065","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2010,15.1,27,23,5,12,38,490,48,124,0.3,831,NA,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.23.5.2010",12
"443","15.1.24.10.2013","0.251921945355422","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2013,29,27,24,10,10,15,503,49,124,0.31,854,8,"good","check numbers of sub_plot",15,NA,46.4,NA,18.3,18.3,7.6,"15.1.24.10.2013",12
"444","15.1.25.1.2012","0.309797732147888","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2012,23,27,25,1,17,5,472,45,124,0.29,852,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.25.1.2012",12
"445","15.1.25.11.2013","0.217373534812587","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2013,29,27,25,11,11,28,467,28,124,0.18,852,8,"good","check numbers of sub_plot",15,NA,47.4,NA,18.9,18.9,8.8,"15.1.25.11.2013",12
"446","15.1.25.5.2013","0.236407827376965","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2013,29,27,25,5,14,13,500,40,124,0.26,856,8,"good","check numbers of sub_plot",15,NA,43.3,NA,17.4,17.4,8.5,"15.1.25.5.2013",12
"447","15.1.28.6.2013","0.235579295271672","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2013,29,27,28,6,11,48,499,46,124,0.3,853,8,"good","check numbers of sub_plot",15,NA,42.2,NA,17.4,17.4,6.4,"15.1.28.6.2013",12
"448","15.1.28.9.2013","0.252354875318225","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2013,29,25,28,9,13,18,482,50,115,0.35,854,8,"good","check numbers of sub_plot",15,NA,45.1,NA,17.8,17.8,8.2,"15.1.28.9.2013",12
"449","15.1.29.1.2011","0.276991816850016","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,29,27,29,1,17,54,489,46,124,0.3,857,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.29.1.2011",12
"450","15.1.29.2.2012","0.137849486448695","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2012,29,36,29,2,16,59,445,27,124,0.18,853,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.29.2.2012",12
"451","15.1.29.7.2013","0.203977285633114","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2013,29,27,29,7,12,35,461,31,124,0.2,859,8,"good","check numbers of sub_plot",15,NA,32.1,NA,16.5,16.5,8.6,"15.1.29.7.2013",12
"452","15.1.29.8.2013","0.204092134818327","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2013,29,27,29,8,12,25,458,30,124,0.19,858,8,"good","check numbers of sub_plot",15,NA,41.7,NA,16,16,8.3,"15.1.29.8.2013",12
"453","15.1.30.10.2011","0.242085030129127","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,29,27,30,10,16,26,457,36,124,0.23,856,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.30.10.2011",12
"454","15.1.4.7.2011","0.155989703158972","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2011,29,27,4,7,18,21,445,29,124,0.19,858,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.4.7.2011",12
"455","15.1.7.3.2009","0.404821762665863","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,1,2009,29,22,7,3,17,21,487,51,100,0.4,835,NA,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.1.7.3.2009",12
"456","15.2.11.6.2011","0.15617150933981","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,2,2011,30,27,11,6,13,27,442,22,124,0.14,859,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.2.11.6.2011",12
"457","15.2.16.6.2010","0.270204386098732","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,2,2010,15.2,27,16,6,13,20,467,43,124,0.27,836,NA,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.2.16.6.2010",12
"458","15.2.17.11.2011","0.311979406317944","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,2,2011,30,27,17,11,10,59,460,48,124,0.31,858,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.2.17.11.2011",12
"459","15.2.17.12.2013","0.249467240263458","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,2,2013,30,67,17,12,17,31,502,51,124,0.33,848,8,"good","check numbers of sub_plot",15,NA,44.9,NA,19.1,19.1,8.4,"15.2.17.12.2013",12
"460","15.2.17.7.2010","0.152353579542213","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,2,2010,15.2,27,17,7,12,45,441,24,124,0.15,838,NA,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.2.17.7.2010",12
"461","15.2.17.9.2011","0.207501454396394","SPD-02",15,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,34,17,9,22,43,448,34,124,0.22,856,8,"good","check numbers of sub_plot",15,NA,NA,NA,NA,10.586231884058,NA,"15.2.17.9.2011",12
