plot_code,sub_plot,tree_tag,year,month,day,pom_height,dbh_first_year_cm,dendrometer_reading_mm,comments,dendrometer_pom,dbh_first_mm,totaldbh,status_code_aintact_bmoved_cbroken,mortality_aalive_ddead
ESP-01,8,170,2011,10,25,,18.7,,muerto,,,,,
ESP-01,8,183,2011,10,25,,15.4,17.8,,,,,,
ESP-01,8,184,2011,10,25,,13,4.3,,,,,,
ESP-01,8,186,2011,10,25,,17.4,39.4,,,,,,
ESP-01,8,187,2011,10,25,,19,29.9,,,,,,
ESP-01,8,189,2011,10,25,,14.4,15.1,,,,,,
ESP-01,8,193,2011,10,25,,13,2.8,,,,,,
ESP-01,9,203,2011,10,25,,11.4,4.2,,,,,,
ESP-01,9,204,2011,10,25,,14.1,14.7,,,,,,
ESP-01,9,205,2011,10,25,,18.1,,muerto,,,,,
ESP-01,9,206,2011,10,25,,10.8,0,,,,,,
ESP-01,9,224,2011,10,25,,15.2,18.6,,,,,,
ESP-01,9,225,2011,10,25,,14.5,-0.5,,,,,,
ESP-01,9,226,2011,10,25,,23.1,,muerto,,,,,
ESP-01,9,227,2011,10,25,,17.3,-0.2,,,,,,
ESP-01,10,238,2011,10,25,,42.1,40.4,,,,,,
ESP-01,10,240,2011,10,25,,23.2,12.4,,,,,,
ESP-01,10,241,2011,10,25,,11.4,9.9,,,,,,
ESP-01,10,242,2011,10,25,,10.6,3.6,,,,,,
ESP-01,10,243,2011,10,25,,14.9,-2.5,,,,,,
ESP-01,10,245,2011,10,25,,16.3,2.1,,,,,,
ESP-01,10,249,2011,10,25,,18.3,26,,,,,,
ESP-01,10,253,2011,10,25,,15.9,8.7,,,,,,
ESP-01,11,267,2011,10,25,,16.3,1.8,,,,,,
ESP-01,11,270,2011,10,25,,11.1,0,,,,,,
ESP-01,11,271,2011,10,25,,15.5,5.7,,,,,,
ESP-01,11,272,2011,10,25,,15.8,20.3,,,,,,
ESP-01,11,273,2011,10,25,,14,0,,,,,,
ESP-01,11,278,2011,10,25,,17,15.9,,,,,,
ESP-01,11,281,2011,10,25,,25.1,27.2,,,,,,
ESP-01,11,282,2011,10,25,,19.8,5.1,,,,,,
ESP-01,11,284,2011,10,25,,20.8,18.3,,,,,,
ESP-01,12,300,2011,10,25,,16.4,0,,,,,,
ESP-01,12,302,2011,10,25,,21.9,0,,,,,,
ESP-01,12,303,2011,10,25,,14.9,0.7,,,,,,
ESP-01,12,304,2011,10,25,,17,8.8,,,,,,
ESP-01,12,305,2011,10,25,,12.8,41,,,,,,
ESP-01,12,306,2011,10,25,,15.2,19.8,,,,,,
ESP-01,12,310,2011,10,25,,10.6,0,,,,,,
ESP-01,12,311,2011,10,25,,18,30.2,,,,,,
ESP-01,13,329,2011,10,25,,17.7,23.9,,,,,,
ESP-01,13,330,2011,10,25,,10.6,,dendrometro aplastado,,,,,
ESP-01,13,331,2011,10,25,,20.2,31.6,,,,,,
ESP-01,13,340,2011,10,25,,11.3,0,,,,,,
ESP-01,13,341,2011,10,25,,12.9,0,,,,,,
ESP-01,13,342,2011,10,25,,16.1,13.4,,,,,,
ESP-01,13,354,2011,10,25,,10.3,13,,,,,,
ESP-01,13,355,2011,10,25,,10.6,5.1,,,,,,
ESP-01,14,357,2011,10,25,,12,6.5,,,,,,
ESP-01,14,358,2011,10,25,,15.3,9.8,,,,,,
ESP-01,14,359,2011,10,25,,14,10,,,,,,
ESP-01,14,365,2011,10,25,,10.2,28.5,,,,,,
ESP-01,14,366,2011,10,25,,17.8,24.2,,,,,,
ESP-01,14,367,2011,10,25,,16.3,,muerto,,,,,
ESP-01,14,370,2011,10,25,,11.3,3.1,,,,,,
ESP-01,14,371,2011,10,25,,22.2,-0.2,,,,,,
ESP-01,15,380,2011,10,25,,15.5,21.8,,,,,,
ESP-01,15,381,2011,10,25,,20,0,,,,,,
ESP-01,15,382,2011,10,25,,14.3,3.6,,,,,,
ESP-01,15,383,2011,10,25,,12.9,1.5,,,,,,
ESP-01,15,384,2011,10,25,,24.2,6,,,,,,
ESP-01,15,390,2011,10,25,,14.3,3.5,,,,,,
ESP-01,15,392,2011,10,25,,12,0,,,,,,
ESP-01,16,404,2011,10,25,,19.5,1,,,,,,
ESP-01,16,407,2011,10,25,,13.9,16.8,,,,,,
ESP-01,16,415,2011,10,25,,16.6,0,,,,,,
ESP-01,16,417,2011,10,25,,14.2,28.3,,,,,,
ESP-01,16,418,2011,10,25,,18,23.8,,,,,,
ESP-01,16,419,2011,10,25,,15.2,-1.9,,,,,,
ESP-01,16,425,2011,10,25,,22.9,14.4,,,,,,
ESP-01,16,426,2011,10,25,,17.3,1.3,,,,,,
ESP-01,16,428,2011,10,25,,14.5,0,,,,,,
ESP-01,17,435,2011,10,25,,17.8,23.6,marca no visible,,,,,
ESP-01,17,436,2011,10,25,,16.2,6.3,,,,,,
ESP-01,17,440,2011,10,25,,18.8,0,,,,,,
ESP-01,17,442,2011,10,25,,10.4,0,,,,,,
ESP-01,17,443,2011,10,25,,15.9,8.3,,,,,,
ESP-01,17,444,2011,10,25,,23.9,13.1,,,,,,
ESP-01,17,445,2011,10,25,,14.4,3.8,,,,,,
ESP-01,17,446,2011,10,25,,14.6,2.2,,,,,,
ESP-01,18,473,2011,10,25,,13.1,0,,,,,,
ESP-01,18,475,2011,10,25,,16.2,11,,,,,,
ESP-01,18,476,2011,10,25,,17.1,-0.5,,,,,,
ESP-01,18,482,2011,10,25,,24.3,13.1,,,,,,
ESP-01,18,483,2011,10,25,,23.4,20.9,,,,,,
ESP-01,18,486,2011,10,25,,22.3,-2,,,,,,
ESP-01,18,487,2011,10,25,,30,0,,,,,,
ESP-01,18,491,2011,10,25,,22.4,29,,,,,,
ESP-01,19,498,2011,10,25,,19.4,0,,,,,,
ESP-01,19,507,2011,10,25,,22.9,9.5,,,,,,
ESP-01,19,509,2011,10,25,,29.3,6.8,,,,,,
ESP-01,19,510,2011,10,25,,16.9,2.7,,,,,,
ESP-01,19,511,2011,10,25,,18.6,,muerto,,,,,
ESP-01,19,512,2011,10,25,,16.4,0,,,,,,
ESP-01,19,514,2011,10,25,,12,15.6,,,,,,
ESP-01,19,515,2011,10,25,,19.6,19.9,,,,,,
ESP-01,19,522,2011,10,25,,29.4,25.3,,,,,,
ESP-01,20,528,2011,10,25,,13,0,,,,,,
ESP-01,20,530,2011,10,25,,17.2,-1,,,,,,
ESP-01,20,535,2011,10,25,,19.7,1,,,,,,
ESP-01,20,536,2011,10,25,,11.5,8.4,,,,,,
ESP-01,20,539,2011,10,25,,15.7,8.4,,,,,,
ESP-01,20,540,2011,10,25,,12.8,0,,,,,,
ESP-01,20,541,2011,10,25,,12.6,12.3,,,,,,
ESP-01,20,542,2011,10,25,,11.1,0,,,,,,
ESP-01,20,543,2011,10,25,,10.6,3.4,,,,,,
ESP-01,21,548,2011,10,25,,15.9,-2,,,,,,
ESP-01,21,549,2011,10,25,,28.8,15,,,,,,
ESP-01,21,550,2011,10,25,,16.4,4.3,,,,,,
ESP-01,21,554,2011,10,25,,11.8,-0.9,,,,,,
ESP-01,21,555,2011,10,25,,10.3,,muerto,,,,,
ESP-01,21,562,2011,10,25,,19.7,0,,,,,,
ESP-01,21,564,2011,10,25,,21.2,17.2,,,,,,
ESP-01,21,565,2011,10,25,,14.9,1.4,,,,,,
ESP-01,21,574,2011,10,25,,44.2,34.8,,,,,,
ESP-01,22,588,2011,10,25,,18,-0.5,,,,,,
ESP-01,22,594,2011,10,25,,33.8,4.3,,,,,,
ESP-01,22,596,2011,10,25,,10.3,,s/ dendrometro,,,,,
ESP-01,22,603,2011,10,25,,17.7,4.7,,,,,,
ESP-01,22,608,2011,10,25,,11.2,0,,,,,,
ESP-01,22,609,2011,10,25,,13.3,1.8,,,,,,
ESP-01,22,623,2011,10,25,,14.9,19.2,,,,,,
ESP-01,22,625,2011,10,25,,11.4,2.4,,,,,,
ESP-01,23,633,2011,10,25,,12.3,0,,,,,,
ESP-01,23,634,2011,10,25,,21.4,1.6,,,,,,
ESP-01,23,638,2011,10,25,,17.4,54.4,,,,,,
ESP-01,23,647,2011,10,25,,24.1,22.1,,,,,,
ESP-01,23,648,2011,10,25,,11.8,0,,,,,,
ESP-01,23,657,2011,10,25,,34.7,3.5,,,,,,
ESP-01,23,659,2011,10,25,,13.9,1,,,,,,
ESP-01,23,660,2011,10,25,,12.5,-0.8,,,,,,
ESP-01,24,663,2011,10,25,,15.2,0,,,,,,
ESP-01,24,672,2011,10,25,,17.3,-0.8,,,,,,
ESP-01,24,678,2011,10,25,,12.4,3,,,,,,
ESP-01,24,679,2011,10,25,,17.5,1.5,,,,,,
ESP-01,24,680,2011,10,25,,17.2,1.3,,,,,,
ESP-01,24,681,2011,10,25,,11.9,24.2,,,,,,
ESP-01,24,682,2011,10,25,,28.7,0,,,,,,
ESP-01,24,685,2011,10,25,,29,11.4,,,,,,
ESP-01,25,689,2011,10,25,,15.4,0.6,,,,,,
ESP-01,25,693,2011,10,25,,23.2,22,,,,,,
ESP-01,25,694,2011,10,25,,13.9,6.9,,,,,,
ESP-01,25,696,2011,10,25,,14.6,35,,,,,,
ESP-01,25,703,2011,10,25,,17.9,0,,,,,,
ESP-01,25,707,2011,10,25,,10.1,0,,,,,,
ESP-01,25,708,2011,10,25,,20.3,1.4,,,,,,
ESP-01,1,7,2012,5,2,,10.9,2.4,,,,,,
ESP-01,1,8,2012,5,2,,14,-2.5,,,,,,
ESP-01,1,10,2012,5,2,,11.7,1.3,,,,,,
ESP-01,1,12,2012,5,2,,13.9,16.2,,,,,,
ESP-01,1,20,2012,5,2,,30.5,55.4,,,,,,
ESP-01,1,21,2012,5,2,,10.3,0.5,,,,,,
ESP-01,1,26,2012,5,2,,20,-0.4,,,,,,
ESP-01,1,27,2012,5,2,,21.3,8.7,,,,,,
ESP-01,1,28,2012,5,2,,25.5,12.4,,,,,,
ESP-01,2,38,2012,5,2,,15.6,37.1,,,,,,
ESP-01,2,40,2012,5,2,,36.7,31.8,,,,,,
ESP-01,2,41,2012,5,2,,12,12.3,,,,,,
ESP-01,2,42,2012,5,2,,12.9,11.9,,,,,,
ESP-01,2,43,2012,5,2,,16.1,12,,,,,,
ESP-01,2,44,2012,5,2,,17.9,,,,,,,
ESP-01,2,46,2012,5,2,,15.9,2.3,,,,,,
ESP-01,2,47,2012,5,2,,13.6,-1,,,,,,
ESP-01,3,56,2012,5,2,,20.7,15.7,,,,,,
ESP-01,3,57,2012,5,2,,12,20.5,,,,,,
ESP-01,3,59,2012,5,2,,25.8,14.7,,,,,,
ESP-01,3,63,2012,5,2,,23.3,0,,,,,,
ESP-01,3,63.1,2012,5,2,,33.3,,,,,,,
ESP-01,3,64,2012,5,2,,13.9,0,,,,,,
ESP-01,3,67,2012,5,2,,14.9,0.9,,,,,,
ESP-01,3,68,2012,5,2,,13.9,,,,,,,
ESP-01,4,71,2012,5,2,,15.1,0.7,,,,,,
ESP-01,4,72,2012,5,2,,23.9,11.6,,,,,,
ESP-01,4,73,2012,5,2,,22.1,34.8,,,,,,
ESP-01,4,74,2012,5,2,,13.2,1.2,,,,,,
ESP-01,4,75,2012,5,2,,11.3,0,,,,,,
ESP-01,4,77,2012,5,2,,43.3,36.8,,,,,,
ESP-01,4,86,2012,5,2,,13.9,,,,,,,
ESP-01,4,87,2012,5,2,,24.7,16.9,,,,,,
ESP-01,5,89,2012,5,2,,14.4,11.1,,,,,,
ESP-01,5,90,2012,5,2,,22.3,10.9,,,,,,
ESP-01,5,91,2012,5,2,,19.5,0,,,,,,
ESP-01,5,92,2012,5,2,,22.6,1.8,,,,,,
ESP-01,5,93,2012,5,2,,21.9,8.2,,,,,,
ESP-01,5,97,2012,5,2,,38.1,10.4,,,,,,
ESP-01,5,103,2012,5,2,,18.9,1.2,,,,,,
ESP-01,5,104,2012,5,2,,22.5,12.6,,,,,,
ESP-01,6,106,2012,5,2,,16.7,1.8,,,,,,
ESP-01,6,107,2012,5,2,,15.6,3.5,,,,,,
ESP-01,6,110,2012,5,2,,12,17.6,,,,,,
ESP-01,6,116,2012,5,2,,15.2,2.6,,,,,,
ESP-01,6,120,2012,5,2,,22.4,29.9,,,,,,
ESP-01,6,127,2012,5,2,,11.9,-0.8,,,,,,
ESP-01,6,128,2012,5,2,,19.7,27.9,,,,,,
ESP-01,6,129,2012,5,2,,21.1,26.7,,,,,,
ESP-01,6,131,2012,5,2,,21.7,21.5,,,,,,
ESP-01,7,137,2012,5,2,,10.4,0.99,,,,,,
ESP-01,7,138,2012,5,2,,19.5,18,,,,,,
ESP-01,7,139,2012,5,2,,13.7,,,,,,,
ESP-01,7,140,2012,5,2,,17.6,3.8,,,,,,
ESP-01,7,141,2012,5,2,,19.5,51.7,,,,,,
ESP-01,7,143,2012,5,2,,13.8,0,,,,,,
ESP-01,7,147,2012,5,2,,23.6,16.9,,,,,,
ESP-01,7,148,2012,5,2,,11.1,,,,,,,
ESP-01,7,149,2012,5,2,,13.4,,,,,,,
ESP-01,8,166,2012,5,2,,17.2,27.5,,,,,,
ESP-01,8,170,2012,5,2,,18.7,,,,,,,
ESP-01,8,183,2012,5,2,,15.4,18.3,,,,,,
ESP-01,8,184,2012,5,2,,13,4.5,,,,,,
ESP-01,8,186,2012,5,2,,17.4,42.8,,,,,,
ESP-01,8,187,2012,5,2,,19,36.5,,,,,,
ESP-01,8,189,2012,5,2,,14.4,15.3,,,,,,
ESP-01,8,193,2012,5,2,,13,2.8,,,,,,
ESP-01,9,203,2012,5,2,,11.4,4.4,,,,,,
ESP-01,9,204,2012,5,2,,14.1,16.8,,,,,,
ESP-01,9,205,2012,5,2,,18.1,,,,,,,
ESP-01,9,206,2012,5,2,,10.8,0,,,,,,
ESP-01,9,224,2012,5,2,,15.2,19.3,,,,,,
ESP-01,9,225,2012,5,2,,14.5,-1.1,,,,,,
ESP-01,9,226,2012,5,2,,23.1,,,,,,,
ESP-01,9,227,2012,5,2,,17.3,-0.2,,,,,,
ESP-01,10,238,2012,5,2,,42.1,45.9,,,,,,
ESP-01,10,240,2012,5,2,,23.2,16.5,,,,,,
ESP-01,10,241,2012,5,2,,11.4,9.9,,,,,,
ESP-01,10,242,2012,5,2,,10.6,3.9,,,,,,
ESP-01,10,243,2012,5,2,,14.9,-1.4,,,,,,
ESP-01,10,245,2012,5,2,,16.3,3,,,,,,
ESP-01,10,249,2012,5,2,,18.3,32,,,,,,
ESP-01,10,253,2012,5,2,,15.9,11,,,,,,
ESP-01,11,267,2012,5,2,,16.3,2.2,,,,,,
ESP-01,11,270,2012,5,2,,11.1,0,,,,,,
ESP-01,11,271,2012,5,2,,15.5,7.5,,,,,,
ESP-01,11,272,2012,5,2,,15.8,25.3,,,,,,
ESP-01,11,273,2012,5,2,,14,0,,,,,,
ESP-01,11,278,2012,5,2,,17,17.2,,,,,,
ESP-01,11,281,2012,5,2,,25.1,30.3,,,,,,
ESP-01,11,282,2012,5,2,,19.8,5.6,,,,,,
ESP-01,11,284,2012,5,2,,20.8,20.6,,,,,,
ESP-01,12,300,2012,5,2,,16.4,0,,,,,,
ESP-01,12,302,2012,5,2,,21.9,0,,,,,,
ESP-01,12,303,2012,5,2,,14.9,0.9,,,,,,
ESP-01,12,304,2012,5,2,,17,11.6,,,,,,
ESP-01,12,305,2012,5,2,,12.8,45.5,,,,,,
ESP-01,12,306,2012,5,2,,15.2,22.3,,,,,,
ESP-01,12,310,2012,5,2,,10.6,0,,,,,,
ESP-01,12,311,2012,5,2,,18,34,,,,,,
ESP-01,13,329,2012,5,2,,17.7,27.3,,,,,,
ESP-01,13,330,2012,5,2,,10.6,,,,,,,
ESP-01,13,331,2012,5,2,,20.2,33.5,,,,,,
ESP-01,13,340,2012,5,2,,11.3,0,Muerto,,,,,
ESP-01,13,341,2012,5,2,,12.9,0,,,,,,
ESP-01,13,342,2012,5,2,,16.1,13.8,,,,,,
ESP-01,13,354,2012,5,2,,10.3,12.9,,,,,,
ESP-01,13,355,2012,5,2,,10.6,5.9,,,,,,
ESP-01,14,357,2012,5,2,,12,8.1,,,,,,
ESP-01,14,358,2012,5,2,,15.3,10,,,,,,
ESP-01,14,359,2012,5,2,,14,10.4,,,,,,
ESP-01,14,365,2012,5,2,,10.2,32,,,,,,
ESP-01,14,366,2012,5,2,,17.8,29.2,,,,,,
ESP-01,14,367,2012,5,2,,16.3,,,,,,,
ESP-01,14,370,2012,5,2,,11.3,4.3,,,,,,
ESP-01,14,371,2012,5,2,,22.2,-0.2,,,,,,
ESP-01,15,380,2012,5,2,,15.5,25.3,,,,,,
ESP-01,15,381,2012,5,2,,20,0,,,,,,
ESP-01,15,382,2012,5,2,,14.3,3.6,,,,,,
ESP-01,15,383,2012,5,2,,12.9,2.8,,,,,,
ESP-01,15,384,2012,5,2,,24.2,7.1,,,,,,
ESP-01,15,390,2012,5,2,,14.3,3.3,,,,,,
ESP-01,15,392,2012,5,2,,12,0,,,,,,
ESP-01,16,404,2012,5,2,,19.5,1.6,,,,,,
ESP-01,16,407,2012,5,2,,13.9,18.7,,,,,,
ESP-01,16,415,2012,5,2,,16.6,0,,,,,,
ESP-01,16,417,2012,5,2,,14.2,32.3,,,,,,
ESP-01,16,418,2012,5,2,,18,27.7,,,,,,
ESP-01,16,419,2012,5,2,,15.2,-1.2,,,,,,
ESP-01,16,425,2012,5,2,,22.9,14.4,,,,,,
ESP-01,16,426,2012,5,2,,17.3,1.3,,,,,,
ESP-01,16,428,2012,5,2,,14.5,0,,,,,,
ESP-01,17,435,2012,5,2,,17.8,25.3,,,,,,
ESP-01,17,436,2012,5,2,,16.2,0.6,,,,,,
ESP-01,17,440,2012,5,2,,18.8,1,,,,,,
ESP-01,17,442,2012,5,2,,10.4,0,,,,,,
ESP-01,17,443,2012,5,2,,15.9,10.3,,,,,,
ESP-01,17,444,2012,5,2,,23.9,15.3,,,,,,
ESP-01,17,445,2012,5,2,,14.4,4.1,,,,,,
ESP-01,17,446,2012,5,2,,14.6,2.3,,,,,,
ESP-01,18,473,2012,5,2,,13.1,1.8,,,,,,
ESP-01,18,475,2012,5,2,,16.2,13.6,,,,,,
ESP-01,18,476,2012,5,2,,17.1,-0.7,,,,,,
ESP-01,18,482,2012,5,2,,24.3,15.3,,,,,,
ESP-01,18,483,2012,5,2,,23.4,23.2,,,,,,
ESP-01,18,486,2012,5,2,,22.3,-2,,,,,,
ESP-01,18,487,2012,5,2,,30,-0.6,,,,,,
ESP-01,18,491,2012,5,2,,22.4,33.1,,,,,,
ESP-01,19,498,2012,5,2,,19.4,0,,,,,,
ESP-01,19,507,2012,5,2,,22.9,33.1,,,,,,
ESP-01,19,509,2012,5,2,,29.3,0,,,,,,
ESP-01,19,510,2012,5,2,,16.9,2,,,,,,
ESP-01,19,511,2012,5,2,,18.6, ,,,,,,
ESP-01,19,512,2012,5,2,,16.4,-0.3,,,,,,
ESP-01,19,514,2012,5,2,,12,20.6,,,,,,
ESP-01,19,515,2012,5,2,,19.6,25.2,,,,,,
ESP-01,19,522,2012,5,2,,29.4,27.5,,,,,,
ESP-01,20,528,2012,5,2,,13,0,,,,,,
ESP-01,20,530,2012,5,2,,17.2,-0.8,,,,,,
ESP-01,20,535,2012,5,2,,19.7,1.2,,,,,,
ESP-01,20,536,2012,5,2,,11.5,9.4,,,,,,
ESP-01,20,539,2012,5,2,,15.7,11,,,,,,
ESP-01,20,540,2012,5,2,,12.8,0,,,,,,
ESP-01,20,541,2012,5,2,,12.6,15.1,,,,,,
ESP-01,20,542,2012,5,2,,11.1,0,,,,,,
ESP-01,20,543,2012,5,2,,10.6,3.4,,,,,,
ESP-01,21,548,2012,5,2,,15.9,-2.2,,,,,,
ESP-01,21,549,2012,5,2,,28.8,17.9,,,,,,
ESP-01,21,550,2012,5,2,,16.4,4.5,,,,,,
ESP-01,21,554,2012,5,2,,11.8,-1,,,,,,
ESP-01,21,555,2012,5,2,,10.3,,,,,,,
ESP-01,21,562,2012,5,2,,19.7,0,,,,,,
ESP-01,21,564,2012,5,2,,21.2,20.9,,,,,,
ESP-01,21,565,2012,5,2,,14.9,1.8,,,,,,
ESP-01,21,574,2012,5,2,,44.2,39.6,,,,,,
ESP-01,22,588,2012,5,2,,18,-1.4,,,,,,
ESP-01,22,594,2012,5,2,,33.8,5.9,,,,,,
ESP-01,22,596,2012,5,2,,10.3,,,,,,,
ESP-01,22,603,2012,5,2,,17.7,5.3,,,,,,
ESP-01,22,608,2012,5,2,,11.2,0,,,,,,
ESP-01,22,609,2012,5,2,,13.3,1.2,,,,,,
ESP-01,22,623,2012,5,2,,14.9,23.3,,,,,,
ESP-01,22,625,2012,5,2,,11.4,2.6,,,,,,
ESP-01,23,633,2012,5,2,,12.3,0.7,,,,,,
ESP-01,23,634,2012,5,2,,21.4,1.7,,,,,,
ESP-01,23,638,2012,5,2,,17.4,58.8,,,,,,
ESP-01,23,647,2012,5,2,,24.1,24.4,,,,,,
ESP-01,23,648,2012,5,2,,11.8,0,,,,,,
ESP-01,23,657,2012,5,2,,34.7,5,,,,,,
ESP-01,23,659,2012,5,2,,13.9,1.7,,,,,,
ESP-01,23,660,2012,5,2,,12.5,-0.6,,,,,,
ESP-01,24,663,2012,5,2,,15.2,0,,,,,,
ESP-01,24,672,2012,5,2,,17.3,-1.4,,,,,,
ESP-01,24,678,2012,5,2,,12.4,3.7,,,,,,
ESP-01,24,679,2012,5,2,,17.5,2.3,,,,,,
ESP-01,24,680,2012,5,2,,17.2,1.7,,,,,,
ESP-01,24,681,2012,5,2,,11.9,26.8,,,,,,
ESP-01,24,682,2012,5,2,,28.7,-0.4,,,,,,
ESP-01,24,685,2012,5,2,,29,15.6,,,,,,
ESP-01,25,689,2012,5,2,,15.4,1,,,,,,
ESP-01,25,693,2012,5,2,,23.2,22.5,,,,,,
ESP-01,25,694,2012,5,2,,13.9,8.3,,,,,,
ESP-01,25,696,2012,5,2,,14.6,40.5,,,,,,
ESP-01,25,703,2012,5,2,,17.9,-1,,,,,,
ESP-01,25,707,2012,5,2,,10.1,0,,,,,,
ESP-01,25,708,2012,5,2,,20.3,1.5,,,,,,
