plot_code,sub_plot,tree_tag,family,genus,specie,year,month,day,wood_density_g_cm3,tree_height_m,pom_height_m,dbh_northsouth_cm,dbh_westeast_cm,rainfor_flag1,rainfor_flag2,rainfor_flag3,quality_code,comments
PAN03,11,272,Arecaceae,Geonoma,,2013,4,3,NaN,2.5,1.3,3,3.05,a,,,,
PAN03,11,273,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,4.77,4.58,a,,,,
PAN03,11,274,Indeterminado,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.88,2.91,a,,,,
PAN03,11,275,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,7.94,7.83,a,,,,
PAN03,11,276,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,7.86,9.98,c,,,,
PAN03,11,277,Indeterminado,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.03,2.11,b,,,,
PAN03,11,279,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,5.95,5.85,a,,,,
PAN03,11,281,Arecaceae,Wettinia,,2013,4,3,NaN,7,1.3,6.54,6.25,a,,,,
PAN03,11,282,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,3.21,2.87,a,,,,
PAN03,11,283,Melastomataceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.37,2.47,a,,,,
PAN03,11,284,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,4.78,6.54,a,,,,
PAN03,11,285,Arecaceae,Geonoma,,2013,4,3,NaN,5,1.3,4.34,4.21,a,,,,
PAN03,11,286,Araliaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,1.86,2.05,a,,,,
PAN03,11,287,Rubiaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.5,2.8,a,,,,
PAN03,11,288,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,4.11,3.92,a,,,,
PAN03,11,289,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,8,1.3,7.35,8.06,a,,,,
PAN03,11,290,Araliaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.25,2.48,a,,,,
PAN03,11,291,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.99,4.86,a,,,,
PAN03,11,292,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.4,3.7,a,,,,
PAN03,11,293,Burseraceae,Protium,,2013,4,3,NaN,3.5,1.3,2,2.04,a,,,,
PAN03,11,294,Arecaceae,Wettinia,,2013,4,3,NaN,7,1.3,6.8,6.53,a,,,,
PAN03,11,295,Burseraceae,Protium,,2013,4,3,NaN,2.5,1.3,2.77,2.8,a,,,,
PAN03,11,296,Fabaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.05,2.05,a,,,,
PAN03,11,297,Arecaceae,Geonoma,,2013,4,3,NaN,2.5,1.3,2.2,2.16,a,,,,
PAN03,11,298,Arecaceae,Wettinia,,2013,4,3,NaN,11,1.3,6.88,6.94,a,,,,
PAN03,11,299,Rubiaceae,Indeterminado,,2013,4,3,NaN,6,1.3,4,4.12,a,,,,
PAN03,11,301,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,2.56,2.84,a,,,,
PAN03,11,302,Cyatheaceae,Cyathea,,2013,4,3,NaN,5,1.3,4.46,5.78,c,,,,
PAN03,11,303,Burseraceae,Protium,,2013,4,3,NaN,4.5,1.3,4.87,5.23,a,,,,
PAN03,11,304,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,5.06,6.26,a,,,,
PAN03,11,305,Indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,4.74,5.02,a,,,,
PAN03,11,306,Cyatheaceae,Cyathea,,2013,4,3,NaN,3,1.3,3.44,3.51,a,,,,
PAN03,11,307,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,5.42,6.4,a,,,,
PAN03,11,308,Indeterminado,Indeterminado,,2013,4,3,NaN,5.5,1.3,4.42,4.78,a,,,,
PAN03,11,310,Arecaceae,Wettinia,,2013,4,3,NaN,7,1.3,6.65,6.56,c,,,,
PAN03,11,311,Piperaceae,Indeterminado,,2013,4,3,NaN,2.5,1.3,1.97,2.1,a,,,,
PAN03,11,312,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,7.44,7.27,a,,,,
PAN03,11,313,Rubiaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.05,2.09,a,,,,
PAN03,11,314,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,3.23,3.18,a,,,,
PAN03,11,315,Arecaceae,Wettinia,,2013,4,3,NaN,12,1.3,6.44,6.34,a,,,,
PAN03,11,316,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,3.26,3.4,a,,,,
PAN03,11,317,Burseraceae,Protium,,2013,4,3,NaN,4,1.3,2.96,2.05,a,,,,
PAN03,11,318,indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,5.4,5.67,a,,,,
PAN03,11,319,Araliaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.61,3,a,,,,
PAN03,11,320,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.75,2.74,a,,,,
PAN03,11,321,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,3.5,1.3,2.48,2.56,a,,,,
PAN03,11,322,Myrtaceae,Eugenia,,2013,4,3,NaN,3.5,1.3,2.88,3.22,a,,,,
PAN03,11,323,Myrsinaceae,Indeterminado,,2013,4,3,NaN,5,1.3,3,3.25,a,,,,
PAN03,11,324,Araliaceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.88,3.1,a,,,,
PAN03,11,325,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,7,1.3,8.32,9.47,a,,,,
PAN03,11,326,Rubiaceae,Indeterminado,,2013,4,3,NaN,5,1.3,3.87,3.89,a,,,,
PAN03,11,327,Arecaceae,Geonoma,,2013,4,3,NaN,3,1.3,3.21,3.09,a,,,,
PAN03,11,328,Burseraceae,Protium,,2013,4,3,NaN,5,1.3,4.71,4.73,a,,,,
PAN03,11,329,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.2,2.32,a,,,,
PAN03,11,331,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,3.06,3.17,a,,,,
PAN03,11,333,Rubiaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,4.86,5.26,a,,,,
PAN03,11,334,Sabiaceae,Indeterminado,,2013,4,3,NaN,6,1.3,4.93,5.65,a,,,,
PAN03,11,335,Araliaceae,Indeterminado,,2013,4,3,NaN,6,1.3,4.75,4.56,a,,,,
PAN03,11,335.1,Arecaceae,Indeterminado,,2013,4,3,NaN,,1.3,,,,,,,
PAN03,11,336,Melastomataceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.15,2.36,c,,,,
PAN03,11,337,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,7.45,9.26,a,,,,
PAN03,11,338,Arecaceae,Geonoma,,2013,4,3,NaN,3,1.3,2.05,2.05,a,,,,
PAN03,11,339,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.5,1.3,3.97,4.1,a,,,,
PAN03,11,340,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,4.37,4.38,a,,,,
PAN03,11,341,Urticaceae,Pouroma,,2013,4,3,NaN,4.83,1.3,5.01,4.83,c,,,,
PAN03,11,342,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.11,1.3,4.14,4.11,a,,,,
PAN03,11,344,Cyatheaceae,Cyathea,,2013,4,3,NaN,4.05,1.3,3.61,4.05,a,,,,
PAN03,11,345,Sabiaceae,Indeterminado,,2013,4,3,NaN,3.66,1.3,3.56,3.66,a,,,,
PAN03,11,346,Urticaceae,Pouroma,,2013,4,3,NaN,3.48,1.3,3.71,3.48,a,,,,
PAN03,11,347,Indeterminado,Indeterminado,,2013,4,3,NaN,4.2,1.3,3.07,4.2,d,,,,
PAN03,11,348,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,2.5,1.3,3.18,3.56,,,,,
PAN03,11,349,Indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,8.81,8.5,,,,,
PAN03,11,350,Araliaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.82,2.9,c,,,,
PAN03,11,351,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.81,6.75,,,,,
PAN03,11,352,Burseraceae,Protium,,2013,4,3,NaN,2.5,1.3,2.19,2.06,,,,,
PAN03,11,353,Rubiaceae,Indeterminado,,2013,4,3,NaN,2.7,1.3,2.63,2.95,,,,,
PAN03,11,354,Indeterminado,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.39,2.44,,,,,
PAN03,11,355,Cyatheaceae,Cyathea,,2013,4,3,NaN,3.5,1.3,3.23,3.45,,,,,
PAN03,11,356,Indeterminado,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.13,3.08,,,,,
PAN03,11,357,Indeterminado,Indeterminado,,2013,4,3,NaN,2.7,1.3,2.47,2.44,c,,,,
PAN03,11,358,Araliaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,3.4,3.71,c,,,,
PAN03,11,359,Rubiaceae,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.53,2.25,c,,,,
PAN03,11,360,Araliaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.3,2.51,,,,,
PAN03,11,361,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.5,1.3,2.86,3.25,ah,,,,
PAN03,11,362,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,6,1.3,5.47,6.36,ah,,,,
PAN03,11,363,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.76,6.64,ah,,,,
PAN03,11,364,Burseraceae,Protium,,2013,4,3,NaN,7,1.3,6.32,7.1,,,,,
PAN03,11,365,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,2.5,1.3,2.09,2.03,,,,,
PAN03,11,367,Piperaceae,Piper,,2013,4,3,NaN,4.5,1.3,4.07,4.48,az,,,,
PAN03,11,370,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.93,2.98,,,,,
PAN03,11,371,Arecaceae,Geonoma,,2013,4,3,NaN,3.5,1.3,4.5,4.58,,,,,
PAN03,11,372,Rubiaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.19,2.13,,,,,
PAN03,11,373,Cyatheaceae,Cyathea,,2013,4,3,NaN,4,1.3,5,4.77,,,,,
PAN03,11,374,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.67,6.8,,,,,
PAN03,13,375,Melastomataceae,Indeterminado,,2013,4,3,NaN,6,1.3,6.51,7.24,,,,,
PAN03,13,376,indeterminado,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.98,2.95,,,,,
PAN03,13,377,Clussiaceae,Chrysoclamis,,2013,4,3,NaN,5,1.3,2.38,2.4,,,,,
PAN03,13,378,Indeterminado,Indeterminado,,2013,4,3,NaN,5.5,1.3,7,7.47,,,,,
PAN03,13,379,Arecaceae,Wettinia,,2013,4,3,NaN,2.5,1.3,3.59,3.51,,,,,
PAN03,13,382,Rubiaceae,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.08,2.05,c,,,,
PAN03,13,383,Cyatheaceae,Cyathea,,2013,4,3,NaN,2.5,1.3,2.95,2.93,,,,,
PAN03,13,384,Rubiaceae,Indeterminado,,2013,4,3,NaN,6,1.3,5.28,5.45,,,,,
PAN03,13,385,Cyatheaceae,Cyathea,,2013,4,3,NaN,2.1,1.3,3.31,2.99,,,,,
PAN03,13,386,Indeterminado,Indeterminado,,2013,4,3,NaN,5.5,1.3,3.4,3.31,,,,,
PAN03,13,387,Rubiaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.79,3.22,c,,,,
PAN03,13,388,Burseraceae,Protium,,2013,4,3,NaN,2,1.25,3.2,2.8,b,,,,
PAN03,13,389,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.7,2.47,c,,,,
PAN03,13,390,Indeterminado,Indeterminado,,2013,4,3,NaN,5.5,1.3,7.32,7.2,,,,,
PAN03,13,391,Indeterminado,Indeterminado,,2013,4,3,NaN,12,1.3,8.5,9,,,,,
PAN03,13,392,Arecaceae,Wettinia,,2013,4,3,NaN,5,1.3,4.55,4.79,,,,,
PAN03,13,393,Arecaceae,Geonoma,,2013,4,3,NaN,2.5,1.3,4.6,4.73,,,,,
PAN03,13,394,Araliaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.28,2.07,,,,,
PAN03,13,395,Fabaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.23,2.32,,,,,
PAN03,13,396,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,6.27,7.36,c,,,,
PAN03,13,397,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4,1.3,2.44,2.23,c,,,,
PAN03,13,398,Melastomataceae,Indeterminado,,2013,4,3,NaN,2.7,1.3,2.11,2.22,c,,,,
PAN03,13,399,Indeterminado,Indeterminado,,2013,4,3,NaN,5.5,1.3,4.77,5.16,,,,,
PAN03,13,400,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,3.39,3.61,,,,,
PAN03,13,401,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,5.5,5.36,,,,,
PAN03,13,403,Melastomataceae,Indeterminado,,2013,4,3,NaN,7,1.3,5.03,5.34,,,,,
PAN03,13,404,Burseraceae,Protium,,2013,4,3,NaN,4.5,1.3,3.36,3.44,ai,,,,
PAN03,13,405,Arecaceae,Geonoma,,2013,4,3,NaN,2.5,1.3,4.52,4.46,,,,,
PAN03,13,406,Myrtaceae,Eugenia,,2013,4,3,NaN,4.5,1.3,2.48,2.4,c,,,,
PAN03,13,407,Clusiaceae,Indeterminado,,2013,4,3,NaN,7,1.7,6.57,7.21,,,,,
PAN03,13,408,Sabiaceae,Indeterminado,,2013,4,3,NaN,8,1.3,7.85,9.91,,,,,
PAN03,13,409,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.3,2.22,,,,,
PAN03,13,410,Burseraceae,Protium,,2013,4,3,NaN,3,1.3,2.34,2.49,,,,,
PAN03,13,411,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,4.2,4.08,c,,,,
PAN03,13,412,Burseraceae,Protium,,2013,4,3,NaN,4,1.3,2.22,2.24,,,,,
PAN03,13,413,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,4.35,4.75,,,,,
PAN03,13,415,Rubiaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2,2.2,,,,,
PAN03,13,416,Rubiaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.23,2.28,ah,,,,
PAN03,13,417,Rubiaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.29,2.21,ch,,,,
PAN03,13,419,Rubiaceae,Indeterminado,,2013,4,3,NaN,5,1.3,3.39,2.46,a,,,,
PAN03,13,420,Rubiaceae,Indeterminado,,2013,4,3,NaN,2.2,1.3,2.38,2.43,d,,,,
PAN03,13,421,Indeterminado,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.2,2.23,c,,,,
PAN03,13,422,Arecaceae,Wettinia,,2013,4,3,NaN,10,1.3,6.9,7.16,a,,,,
PAN03,13,423,Annonaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.79,2.88,a,,,,
PAN03,13,424,Rubiaceae,Indeterminado,,2013,4,3,NaN,5,1.3,3.39,3.38,a,,,,
PAN03,13,427,Arecaceae,Wettinia,,2013,4,3,NaN,2.5,1.3,3.6,3.3,a,,,,
PAN03,13,429,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,3.5,1.3,3.55,3.35,a,,,,
PAN03,13,430,Moraceae,Indeterminado,,2013,4,3,NaN,4,1.3,4.49,4.97,c,,,,
PAN03,13,431,Moraceae,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.4,3.11,cb,,,,
PAN03,13,435,Moraceae,Indeterminado,,2013,4,3,NaN,5.5,1.3,4.37,5.27,a,,,,
PAN03,13,436,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,7.5,1.3,8.09,9.94,a,,,,
PAN03,13,437,Fabaceae,Indeterminado,,2013,4,3,NaN,5,1.3,5.18,7.6,a,,,,
PAN03,13,439,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.5,1.3,2.45,2.62,a,,,,
PAN03,13,441,Arecaceae,Wettinia,,2013,4,3,NaN,2.5,1.3,3.29,3.3,a,,,,
PAN03,13,442,Arecaceae,Wettinia,,2013,4,3,NaN,10,1.3,7.4,7.47,a,,,,
PAN03,13,443,Burseraceae,Protium,,2013,4,3,NaN,4,1.3,3.61,3.3,c,,,,
PAN03,13,444,Rubiaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.8,2.78,a,,,,
PAN03,13,445,Burseraceae,Protium,,2013,4,3,NaN,5,1.3,4.77,5.66,a,,,,
PAN03,13,446,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.96,5.99,a,,,,
PAN03,13,447,Araliaceae,Indeterminado,,2013,4,3,NaN,2,1.3,2.1,2.17,a,,,,
PAN03,13,448,Rubiaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.31,3.25,a,,,,
PAN03,13,449,Rubiaceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.56,3.48,a,,,,
PAN03,13,450,Araliaceae,Indeterminado,,2013,4,3,NaN,5,1.3,3.44,3.91,a,,,,
PAN03,13,452,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,5.01,4.76,c,,,,
PAN03,13,454,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,7.03,7.2,a,,,,
PAN03,13,455,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,3.4,3.8,c,,,,
PAN03,13,457,Moraceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.05,2.3,c,,,,
PAN03,13,458,Rubiaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.76,2.84,c,,,,
PAN03,13,459,Rubiaceae,Indeterminado,,2013,4,3,NaN,5,1.3,3.52,4.32,,,,,
PAN03,13,460,Araliaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,4.43,4.7,c,,,,
PAN03,13,461,Annonaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,4.26,4.49,c,,,,
PAN03,13,463,Araliaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.43,2.54,c,,,,
PAN03,13,464,Urticaceae,Pouroma,,2013,4,3,NaN,4,1.3,4.7,4.51,a,,,,
PAN03,13,465,Burseraceae,Protium,,2013,4,3,NaN,4.5,1.3,6.4,6.48,a,,,,
PAN03,13,466,Fabaceae,Parkia,,2013,4,3,NaN,4.5,1.3,2.72,2.74,a,,,,
PAN03,13,467,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,3.41,3.76,a,,,,
PAN03,13,468,Rubiaceae,Indeterminado,,2013,4,3,NaN,5,1.3,3.68,4.12,c,,,,
PAN03,13,469,Rubiaceae,Indeterminado,,2013,4,3,NaN,3,1.3,3.58,3.78,a,,,,
PAN03,13,470,Arecaceae,Geonoma,,2013,4,3,NaN,2.5,1.3,4.65,4.82,a,,,,
PAN03,13,471,Rubiaceae,Indeterminado,,2013,4,3,NaN,2,1.3,2.16,2.22,c,,,,
PAN03,13,474,Annonaceae,Indeterminado,,2013,4,3,NaN,7,1.3,5.96,6.48,a,,,,
PAN03,13,475,Araliaceae,Indeterminado,,2013,4,3,NaN,2.5,1.3,3.42,3.23,c,,,,
PAN03,13,476,Araliaceae,Indeterminado,,2013,4,3,NaN,3,1.3,5.42,5.7,c,,,,
PAN03,13,477,Melastomataceae,Indeterminado,,2013,4,3,NaN,5,1.3,5.35,8.15,a,,,,
PAN03,13,479,Fabaceae,Indeterminado,,2013,4,3,NaN,4,1.3,3.49,3.6,a,,,,
PAN03,13,481,Arecaceae,Geonoma,,2013,4,3,NaN,2.3,1.3,3.42,3.48,a,,,,
PAN03,13,482,Fabaceae,Indeterminado,,2013,4,3,NaN,5,1.3,5.76,6.48,a,,,,
PAN03,13,485,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,6.88,7.1,a,,,,
PAN03,13,486,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,5.81,6.22,c,,,,
PAN03,13,487,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,3.5,1.3,3.73,3.72,a,,,,
PAN03,13,488,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.8,3.69,a,,,,
PAN03,13,489,Araliaceae,Indeterminado,,2013,4,3,NaN,5,1.3,5.33,5.4,a,,,,
PAN03,13,490,Cyatheaceae,Cyathea,,2013,4,3,NaN,2.5,1.3,3.27,3.57,c,,,,
PAN03,13,491,Arecaceae,Geonoma,,2013,4,3,NaN,1.8,1.3,3.5,3.77,a,,,,
PAN03,13,492,Indeterminado,Indeterminado,,2013,4,3,NaN,3,1.3,2.42,2.66,a,,,,
PAN03,13,494,Indeterminado,Indeterminado,,2013,4,3,NaN,3,1.3,2.76,2.77,a,,,,
PAN03,13,495,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,2.6,2.72,a,,,,
PAN03,13,496,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,8.81,7.91,a,,,,
PAN03,13,497,Indeterminado,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.7,2.88,a,,,,
PAN03,13,498,Indeterminado,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.57,2.66,a,,,,tree 500
PAN03,13,499,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,2.18,2.32,a,,,,tree 500
PAN03,13,500,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,6.32,5.58,c,,,,
PAN03,13,503,Arecaceae,Geonoma,,2013,4,3,NaN,3.5,1.3,3.42,3.49,a,,,,
PAN03,13,504,Burseraceae,Protium,,2013,4,3,NaN,2.5,1.3,2.5,2.46,d,,,,
PAN03,13,505,Cyatheaceae,Cyathea,,2013,4,3,NaN,3,1.3,3.15,3.36,a,,,,
PAN03,13,508,Araliaceae,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.3,2.33,a,,,,
PAN03,13,509,Indeterminado,Indeterminado,,2013,4,3,NaN,5.5,1.3,5.3,5.54,a,,,,
PAN03,13,510,Urticaceae,Pouroma,,2013,4,3,NaN,4,1.3,3.6,3.46,a,,,,
PAN03,13,511,Cyatheaceae,Cyathea,,2013,4,3,NaN,3.5,1.3,4.61,4.12,a,,,,
PAN03,13,512,Araliaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,4.74,4.17,c,,,,
PAN03,13,513,Melastomataceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.71,3.22,a,,,,
PAN03,13,515,Arecaceae,Geonoma,,2013,4,3,NaN,2.5,1.3,3.46,3.52,a,,,,
PAN03,13,516,Araliaceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.76,3.14,a,,,,
PAN03,13,517,Araliaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.83,2.97,a,,,,
PAN03,13,518,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4,1.3,2.54,2.16,c,,,,
PAN03,13,519,Fabaceae,Indeterminado,,2013,4,3,NaN,4,1.3,4.1,3.68,a,,,,
PAN03,13,520,Sapotaceae,Indeterminado,,2013,4,3,NaN,4,1.3,4.22,4.3,a,,,,
PAN03,13,521,Melastomataceae,Indeterminado,,2013,4,3,NaN,5.5,1.3,5.6,4.92,a,,,,
PAN03,13,522,Araliaceae,Indeterminado,,2013,4,3,NaN,2.8,1.3,2.5,2.79,ch,,,,
PAN03,13,523,Melastomataceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.58,2.05,a,,,,
PAN03,13,524,Urticaceae,Pouroma,,2013,4,3,NaN,4.5,1.3,4.7,4.61,b,,,,
PAN03,13,525,Araliaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.2,3.35,a,,,,
PAN03,13,526,Annonaceae,Indeterminado,,2013,4,3,NaN,2.8,1.3,3.3,3.34,b,,,,
PAN03,13,527,Fabaceae,Indeterminado,,2013,4,3,NaN,5,1.3,4.15,3.79,a,,,,
PAN03,13,528,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,3.03,3.07,c,,,,
PAN03,13,529,Rubiaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.2,2.15,a,,,,
PAN03,13,530,Melastomataceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.42,2.32,ah,,,,
PAN03,13,531,Melastomataceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.32,2.16,ch,,,,
PAN03,13,532,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.84,2.88,c,,,,
PAN03,13,533,Arecaceae,Geonoma,,2013,4,3,NaN,2.5,1.3,5.1,5.48,a,,,,
PAN03,13,534,Burseraceae,Protium,,2013,4,3,NaN,4,1.3,3,3.8,a,,,,
PAN03,13,535,Indeterminado,Indeterminado,,2013,4,3,NaN,3,1.3,2.82,2.44,a,,,,
PAN03,13,536,Araliaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.97,3.1,a,,,,
PAN03,13,537,Burseraceae,Protium,,2013,4,3,NaN,1.9,1.3,2.4,2.32,b,,,,
PAN03,13,538,Fabaceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,4.79,3.66,a,,,,
PAN03,13,539,Fabaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.34,2.45,a,,,,
PAN03,13,540,Annonaceae,Indeterminado,,2013,4,3,NaN,6,1.3,5.4,7.85,c,,,,
PAN03,13,541,Moraceae,Indeterminado,,2013,4,3,NaN,8,1.3,7.44,7.26,a,,,,
PAN03,13,542,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,3.3,3.25,a,,,,Con estrangulador
PAN03,13,543,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,7.66,7.6,a,,,,
PAN03,13,545,Indeterminado,Indeterminado,,2013,4,3,NaN,3.5,1.3,3.38,3.45,a,,,,A lado de 488 
PAN03,13,546,Araliaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.04,2.1,a,,,,
PAN03,13,547,Indeterminado,Indeterminado,,2013,4,3,NaN,3,1.3,2.45,2.4,a,,,,
PAN03,13,548,Cyatheaceae,Indeterminado,,2013,4,3,NaN,3,1.3,4.28,4.22,a,,,,
PAN03,13,549,Fabaceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.53,2.45,a,,,,
PAN03,13,550,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4,1.3,3.08,3.21,a,,,,
PAN03,13,551,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.5,1.3,2.35,2.41,a,,,,
PAN03,13,552,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.33,2.2,a,,,,
PAN03,13,553,clussiaceae,Tovomita,,2013,4,3,NaN,5,1.3,5.1,5.3,a,,,,
PAN03,13,555,Burseraceae,Protium,,2013,4,3,NaN,4,1.3,2.2,2.12,a,,,,
PAN03,13,556,Araliaceae,Indeterminado,,2013,4,3,NaN,7,1.3,5.76,5.59,c,,,,
PAN03,13,557,Arecaceae,Geonoma,,2013,4,3,NaN,3,1.3,5.38,5.37,a,,,,
PAN03,13,567.1,,,,2013,4,3,NaN,,1.3,,,,,,,
PAN03,13,558,Rubiaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.5,2.61,a,,,,
PAN03,13,559,Myrsinaceae,Indeterminado,,2013,4,3,NaN,5.5,1.3,4.25,4.18,c,,,,
