Day,Month,Year,Light,WindSpeed,WindDir,Rainfall,Tensiometer,RH,Temperature
15,7,2008,-0.19626,0,0,0,90.26906,98.22105,16.20313
15,7,2008,0,0,0,0,90.70939,97.13685,16.35156
15,7,2008,0,0,0,0,90.48922,98.17896,16.39063
15,7,2008,-0.19626,0,0,0,90.70939,98.03159,16.55469
15,7,2008,0,0,0,0,90.92956,96.84211,16.69531
15,7,2008,0,0,0,0,90.92956,98.01053,16.70313
15,7,2008,32.18716,0,0,0,92.25057,98.06316,16.78125
15,7,2008,4.31779,0,0,0,91.59007,98.10527,16.78125
15,7,2008,37.68253,0,0,0,92.47074,98.27369,16.82813
15,7,2008,58.68269,0,0,0,92.91108,98.49474,17.136
15,7,2008,74.97253,0,0,0,92.91108,97.61053,17.752
15,7,2008,97.93532,0,0,0,92.25057,97.10527,18.31148
15,7,2008,116.5803,0,0,0,91.14973,96.48421,18.88525
15,7,2008,0,0,0,0,102.1582,96.41053,19.14167
15,7,2008,-0.19626,0,0,0,101.0573,96.88422,19.15
15,7,2008,0,0,0,0,100.617,97.01053,19.275
15,7,2008,0,0,0,0,100.1766,97.17896,19.39167
15,7,2008,0.19626,0,0,0,102.8187,95.24211,19.45833
15,7,2008,187.2351,0,0,0,90.70939,95.16843,19.48333
15,7,2008,0,0,0,0,99.95647,97.57895,19.61667
15,7,2008,196.852,0,0,0,90.92956,92.96842,19.95
15,7,2008,2.55142,0,0,0,102.8187,94.1579,20.05085
15,7,2008,413.7228,0,0,0,90.48922,88.94737,20.59322
15,7,2008,3.14021,0,0,0,102.3783,94.21053,20.65254
15,7,2008,4.12153,0,0,0,102.3783,93.82106,20.91525
15,7,2008,5.69163,0,0,0,102.8187,92.66316,21.34783
15,7,2008,8.24305,0,0,0,102.5985,91.87369,21.87826
15,7,2008,539.3312,0,0,0,88.94804,83.65263,21.97391
15,7,2008,19.43005,0,0,0,102.3783,89.30527,22.65487
15,7,2008,452.9754,0,0,0,88.72787,80.4,23.72727
15,7,2008,54.75742,0,0,0,102.1582,86.25263,23.75455
15,7,2008,517.3497,0,0,0,89.82872,78.72632,23.96364
15,7,2008,351.3111,0,0,0,92.0304,77.28421,24.84112
15,7,2008,80.27164,0,0,0,101.7178,79.14737,25.08571
15,7,2008,394.8815,0,0,0,91.14973,75.74737,25.10476
15,7,2008,664.5471,0,0,0,89.82872,73.66316,25.12381
15,7,2008,648.846,0,0,0,92.91108,75.56843,25.31429
15,7,2008,211.5717,0,0,0,100.3968,72.43158,26.17647
15,7,2008,292.8247,0,0,0,98.85562,69,26.57843
15,7,2008,602.7242,0,0,0,92.25057,67.28421,27.32323
15,7,2008,513.2282,0,0,0,93.79175,64.60001,27.49495
15,7,2008,270.0581,0,0,0,96.2136,65.02106,27.68687
18,7,2008,0,0,0,0,136.9448,96.57895,20.5678
18,7,2008,1.37384,0,0,0,136.9448,96.02106,20.74576
18,7,2008,0,0,0,0,136.2843,96.93684,20.76271
18,7,2008,3.92526,0,0,0,137.6053,95.29474,20.82203
18,7,2008,3.14021,0,0,0,137.3851,96.03159,20.86441
18,7,2008,2.94395,0,0,0,136.9448,95.94737,20.87288
18,7,2008,0,0,0,0,136.0641,96.47369,20.95763
18,7,2008,0,0,0,0,135.8439,95.53685,21.02609
18,7,2008,5.10284,0,0,0,137.6053,94.13685,21.18261
18,7,2008,7.06547,0,0,0,137.3851,93.2,21.78261
18,7,2008,10.40195,0,0,0,137.1649,92.06316,22.19469
18,7,2008,15.11226,0,0,0,137.1649,89.4,22.61062
19,7,2008,0,0,0,0,136.7246,97.61053,17.512
19,7,2008,0,0,0,0,136.7246,96.92632,17.712
19,7,2008,3.14021,0,0,0,136.5044,97.50526,17.728
19,7,2008,44.55174,0,0,0,136.5044,97.11579,17.912
19,7,2008,0,0,0,0,136.5044,96.96842,18.0082
19,7,2008,66.53321,0,0,0,136.2843,96.63158,18.04918
19,7,2008,69.67342,0,0,0,136.0641,96.69474,18.14754
19,7,2008,0,0,0,0,136.5044,96.74738,18.18033
19,7,2008,0,0,0,0,136.2843,96.37895,18.52459
19,7,2008,83.01932,0,0,0,136.2843,96.67369,18.72131
19,7,2008,0,0,0,0,149.4944,96.94737,18.7459
19,7,2008,0,0,0,0,149.7145,97.04211,18.94262
19,7,2008,0,0,0,0,135.8439,96.68421,18.95082
19,7,2008,0,0,0,0,149.7145,96.82106,19.11667
19,7,2008,0,0,0,0,135.6238,96.74738,19.2
19,7,2008,0,0,0,0,149.7145,96.91579,19.225
19,7,2008,0,0,0,0,149.9347,95.74738,19.35833
19,7,2008,0,0,0,0,135.6238,95.73685,19.65
19,7,2008,1.96263,0,0,0,149.7145,95.52632,19.775
19,7,2008,0,0,0,0,135.1834,95.81053,20.17797
19,7,2008,356.2177,0,0,0,136.0641,91.02106,20.22881
19,7,2008,2.74768,0,0,0,149.2742,95.27369,20.25424
19,7,2008,3.33647,0,0,0,149.054,95.16843,20.49153
19,7,2008,0,0,0,0,135.1834,95.61053,20.58475
19,7,2008,4.31779,0,0,0,149.2742,94.9579,20.72881
19,7,2008,0,0,0,0,135.4036,96.04211,20.79661
19,7,2008,0,0,0,0,135.4036,95.86316,20.9322
19,7,2008,5.69163,0,0,0,149.2742,94.00001,20.97458
19,7,2008,8.63558,0,0,0,148.6137,91.63158,21.66957
19,7,2008,504.2001,0,0,0,135.8439,79.37895,22.65487
19,7,2008,21.58895,0,0,0,147.733,87.53684,22.9646
19,7,2008,54.75742,0,0,0,146.1918,83.90527,24.3271
19,7,2008,99.70169,0,0,0,144.8708,80.02106,24.8972
19,7,2008,595.855,0,0,0,134.0826,72.44211,24.90654
19,7,2008,675.3416,0,0,0,132.1011,67.47369,25.99048
19,7,2008,114.814,0,0,0,143.77,74.50526,26.05882
19,7,2008,711.6502,0,0,0,132.5414,63.49474,27
19,7,2008,175.8518,0,0,0,141.3481,68.42106,27.46465
19,7,2008,769.1553,0,0,0,131.0002,61.72632,27.93939
19,7,2008,774.2582,0,0,0,130.5599,61.22105,28.30928
19,7,2008,655.1265,0,0,0,130.5599,59.5579,28.71134
19,7,2008,833.9222,0,0,0,131.0002,57.8,28.74227
19,7,2008,672.0051,0,0,0,132.9817,59.47369,28.76289
19,7,2008,336.9839,0,0,0,139.1464,61.94737,28.95876
19,7,2008,721.8559,0,0,0,133.8624,57.12632,29.06316
19,7,2008,639.2291,0,0,0,130.3397,56.64211,29.30526
19,7,2008,457.0969,0,0,0,136.9448,57.42105,29.42105
19,7,2008,536.191,0,0,0,135.1834,54.53685,29.46316
20,7,2008,0,0,0,0,148.8339,98.07368,16.34375
20,7,2008,0,0,0,0,149.054,97.73685,16.40625
20,7,2008,0,0,0,0,148.8339,97.44211,16.63281
20,7,2008,0,0,0,0,148.6137,98.3158,16.67188
20,7,2008,44.15921,0,0,0,149.2742,97.94737,16.83594
20,7,2008,61.23411,0,0,0,149.4944,98.05264,16.85156
20,7,2008,7.458,0,0,0,149.054,98.01053,16.85938
20,7,2008,0,0,0,0,148.8339,97.98948,16.88281
20,7,2008,-0.39253,0,0,0,148.6137,98.24211,16.89063
20,7,2008,0,0,0,0,149.054,97.18948,16.90625
20,7,2008,0,0,0,0,148.8339,98.10527,16.96875
20,7,2008,0,0,0,0,149.2742,96.84211,17.312
20,7,2008,74.58,0,0,0,149.7145,98.37895,17.424
20,7,2008,0,0,0,0,149.2742,97.11579,17.736
20,7,2008,0,0,0,0,149.2742,96.84211,18.04918
20,7,2008,82.62679,0,0,0,149.4944,97.45264,18.33607
20,7,2008,0,0,0,0,149.4944,96.76842,18.45902
20,7,2008,0,0,0,0,162.044,96.62106,18.79508
20,7,2008,0,0,0,0,161.8238,96.09474,19.2
20,7,2008,0,0,0,0,161.6036,96.1579,19.625
20,7,2008,344.8344,0,0,0.198,149.2742,95.43158,19.69167
20,7,2008,0,0,0,0,161.3835,96.24211,20.00847
20,7,2008,0,0,0,0,161.1633,95.69474,20.40678
20,7,2008,4.12153,0,0,0,160.2826,95.77895,20.50847
20,7,2008,3.33647,0,0,0,160.5028,96.1579,20.61017
20,7,2008,1.96263,0,0,0,160.9431,96.10527,20.65254
20,7,2008,2.74768,0,0,0,160.5028,96.17896,20.66949
20,7,2008,5.49537,0,0,0,160.0624,94.04211,20.79661
20,7,2008,8.04679,0,0,0,159.1818,92.51579,21.61739
20,7,2008,486.5364,0,0,0,148.8339,84.25263,22.17699
20,7,2008,21.00016,0,0,0,158.0809,89.12632,22.72566
20,7,2008,48.477,0,0,0,156.7599,87.43158,23.83636
20,7,2008,514.9946,0,0,0,147.5129,73.29474,24.35514
20,7,2008,70.06595,0,0,0,155.2187,83.4,24.71963
20,7,2008,575.2473,0,0,0,146.6322,72.01053,24.8972
20,7,2008,90.08479,0,0,0,153.8977,78.93684,25.65714
20,7,2008,728.5289,0,0,0,145.9717,66.52632,26.31372
20,7,2008,127.3748,0,0,0,152.1364,75.64211,26.66667
20,7,2008,201.366,0,0,0,150.375,71.28421,27.65657
20,7,2008,774.2582,0,0,0,143.77,63.88421,27.66667
20,7,2008,272.4133,0,0,0,149.054,66.78947,28.02062
20,7,2008,796.8284,0,0,0,142.8893,61.81053,28.15464
20,7,2008,257.1047,0,0,0,147.2927,62.84211,28.60825
20,7,2008,809.9781,0,0,0,142.6691,58.76842,28.79381
20,7,2008,816.4548,0,0,0,142.0086,55.61053,29.17895
20,7,2008,395.0778,0,0,0,145.7515,57.62106,29.17895
20,7,2008,696.538,0,0,0,142.0086,55.44211,29.23158
20,7,2008,540.5087,0,0,0,144.4305,53.76842,29.33684
21,7,2008,6.86921,0,0,0,161.8238,97.74738,16.60156
21,7,2008,37.29,0,0,0,161.8238,98.26316,16.80469
21,7,2008,0,0,0,0,161.8238,97.42106,16.84375
21,7,2008,0,0,0,0,161.1633,97.23158,17.2
21,7,2008,81.25295,0,0,0,161.1633,98.3579,17.384
21,7,2008,0,0,0,0,160.5028,97.07368,17.624
21,7,2008,0,0,0,0,161.1633,97.14737,17.96
21,7,2008,0,0,0,0,160.0624,97.14737,18.04918
21,7,2008,0,0,0,0,160.723,97.58948,18.05738
21,7,2008,0,0,0,0,161.1633,96.81053,18.22951
21,7,2008,0,0,0,0,160.0624,97.51579,18.22951
21,7,2008,0,0,0,0,159.6221,97.3158,18.28688
21,7,2008,0,0,0,0,159.8423,97.68421,18.31967
21,7,2008,138.1693,0,0,0,160.2826,96.85264,18.37705
21,7,2008,0,0,0,0,161.3835,97.03159,18.59016
21,7,2008,0,0,0,0,161.6036,97.02106,18.61475
21,7,2008,119.7205,0,0,0,160.0624,93.68421,19.55
21,7,2008,0,0,0,0,175.0339,97.11579,20.16102
21,7,2008,0,0,0,0,175.2541,96.70527,20.26271
21,7,2008,0,0,0,0,175.0339,96.5579,20.61864
21,7,2008,342.8717,0,0,0,160.0624,90.28422,20.66102
21,7,2008,0,0,0,0,174.3734,96.7579,20.84746
21,7,2008,0.58879,0,0,0,174.1532,96.53685,20.88136
21,7,2008,2.55142,0,0,0,174.3734,95.50526,20.94915
21,7,2008,2.74768,0,0,0,173.4927,95.14737,21.31304
21,7,2008,3.33647,0,0,0,172.8322,94.60001,21.68696
21,7,2008,4.31779,0,0,0,172.1717,94.65263,21.85217
21,7,2008,5.69163,0,0,0,171.7314,93.36842,21.86087
21,7,2008,8.24305,0,0,0,170.8507,90.57895,22.0885
21,7,2008,490.8542,0,0,0,160.0624,80.49474,22.9292
21,7,2008,20.60763,0,0,0,169.7499,84.52632,23.10909
21,7,2008,62.21542,0,0,0,167.9885,76.44211,24.94393
21,7,2008,601.5466,0,0,0,158.9616,73.11579,25.21905
21,7,2008,652.1825,0,0,0,157.8608,68.9579,25.99048
21,7,2008,143.4684,0,0,0,165.7868,73.50526,26.76471
21,7,2008,704.1923,0,0,0,157.6406,64.05264,26.98039
21,7,2008,211.3754,0,0,0,164.2457,69.73685,27.81818
21,7,2008,746.5851,0,0,0,155.4389,62.41053,27.89899
21,7,2008,398.218,0,0,0,160.9431,65.61053,28.3299
21,7,2008,269.8619,0,0,0,159.6221,67.36842,28.45361
21,7,2008,776.8096,0,0,0,154.5582,58.5579,28.86598
21,7,2008,230.6092,0,0,0,162.044,65.17895,28.91753
21,7,2008,792.7069,0,0,0,154.3381,58.06316,29.24211
21,7,2008,773.6694,0,0,0,152.5767,54.93684,29.35789
21,7,2008,682.7996,0,0,0,153.4574,57.82106,29.35789
21,7,2008,248.8617,0,0,0,156.9801,56.32632,29.73684
21,7,2008,761.1086,0,0,0,154.1179,52.61053,30.17391
21,7,2008,588.5932,0,0,0,155.2187,52.9579,30.17391
22,7,2008,3.729,0,0,0,175.4742,97.64211,17.848
22,7,2008,0,0,0,0,175.2541,97.05264,18.02459
22,7,2008,36.89748,0,0,0,175.0339,97.8,18.09016
22,7,2008,61.43037,0,0,0,175.2541,97.87369,18.17213
22,7,2008,0,0,0,0,174.8137,97.03159,18.30328
22,7,2008,70.45847,0,0,0,175.0339,98.02106,18.54098
22,7,2008,-0.19626,0,0,0,174.5936,96.69474,18.72951
22,7,2008,82.23427,0,0,0,175.2541,96.51579,19.2
22,7,2008,0,0,0,0,173.7129,96.46317,19.24167
22,7,2008,0,0,0,0,173.2726,96.97895,19.65
22,7,2008,0,0,0,0,174.3734,97.09474,19.78333
22,7,2008,0,0,0,0,173.2726,97.04211,19.825
22,7,2008,0,0,0,0,174.3734,97.64211,19.86667
22,7,2008,0,0,0,0,173.7129,96.86316,19.875
22,7,2008,0,0,0,0,173.9331,96.76842,19.95833
22,7,2008,0,0,0,0,174.1532,96.94737,20.0678
22,7,2008,0,0,0,0,174.5936,97.11579,20.16949
22,7,2008,354.8438,0,0,0,175.0339,92.62106,20.49153
22,7,2008,0,0,0,0,188.4642,96.89474,20.5
22,7,2008,0.98132,0,0,0,188.0238,96.52632,20.55085
22,7,2008,0,0,0,1.782,188.6843,97.26316,20.64407
22,7,2008,2.55142,0,0,0,187.5835,96.08421,20.70339
22,7,2008,0,0,0,0.198,188.9045,97.2,20.77966
22,7,2008,0,0,0,0,188.6843,97.54737,21.02609
22,7,2008,3.14021,0,0,0,186.7028,95.34737,21.06087
22,7,2008,0,0,0,0.396,188.4642,97.06316,21.14783
22,7,2008,3.729,0,0,0,185.8222,94.78947,21.47826
22,7,2008,5.10284,0,0,0,184.5011,94.5579,21.97391
22,7,2008,7.458,0,0,0,183.6205,94.06316,22.21239
22,7,2008,19.62632,0,0,0,182.2995,92.45264,22.61062
22,7,2008,503.8076,0,0,0,174.5936,80.17895,23.36364
22,7,2008,41.80405,0,0,0,180.318,89.18948,23.48182
22,7,2008,67.71079,0,0,0.198,178.3364,83.68421,25
22,7,2008,627.2571,0,0,0,173.0524,71.83158,25.61905
22,7,2008,687.1173,0,0,0,171.5112,68.89474,26.60784
22,7,2008,715.968,0,0,0,171.0709,64.63158,27.30303
22,7,2008,218.4409,0,0,0.198,176.1347,72.22105,27.65657
22,7,2008,751.6879,0,0,0,169.0894,60.57895,28.18557
22,7,2008,363.2831,0,0,0,174.1532,66.24211,28.49485
22,7,2008,780.1461,0,0,0,167.9885,59.87369,28.71134
22,7,2008,700.267,0,0,0,166.007,60.91579,29.03158
22,7,2008,751.6879,0,0,0,167.328,59.21053,29.18947
22,7,2008,629.0234,0,0,0,166.007,58.68421,29.31579
22,7,2008,271.0394,0,0,0,170.8507,62.67369,29.34737
22,7,2008,763.0712,0,0,0,166.4473,58.02105,29.63158
22,7,2008,714.5942,0,0,0,166.2272,54.41053,30.5
22,7,2008,572.4996,0,0,0,167.9885,56.08421,30.86957
22,7,2008,743.8374,0,0,0,166.4473,53.73684,31.1573
23,7,2008,55.14995,0,0,0,179.6574,97.36842,18.30328
23,7,2008,0,0,0,0,183.8406,97.7158,18.45902
23,7,2008,0,0,0,0,184.5011,97.3158,18.4918
23,7,2008,42.78537,0,0,0,180.318,97.42106,18.53279
23,7,2008,74.38374,0,0,0,178.7768,98.2,18.56557
23,7,2008,0,0,0,0,182.96,97.73685,18.60656
23,7,2008,-0.19626,0,0,0,181.8591,97.48421,18.62295
23,7,2008,5.8879,0,0,0,180.9784,97.72632,18.62295
23,7,2008,0,0,0,0,185.3818,97.23158,18.67213
23,7,2008,0,0,0,0.198,186.0423,97.22105,18.86885
23,7,2008,0,0,0,0,186.4827,97.02106,19.08333
23,7,2008,0,0,0,0,187.1432,96.87369,19.38333
23,7,2008,87.14085,0,0,0,177.6759,98.09474,19.48333
23,7,2008,0,0,0,0,187.3633,97.00001,19.71667
23,7,2008,0,0,0,0,188.0238,97.13685,19.9
23,7,2008,0,0,0,0,188.244,96.46317,20.22881
23,7,2008,321.0866,0,0,0,176.5751,95.71579,20.66102
23,7,2008,0,0,0,0,188.6843,95.88422,20.80508
23,7,2008,0,0,0,0,174.3734,96.82106,20.9322
23,7,2008,0,0,0,0,174.1532,96.45264,20.99153
23,7,2008,0,0,0,0,174.3734,96.94737,21
23,7,2008,0,0,0,0,174.3734,96.25263,21.09565
23,7,2008,0,0,0,0,174.1532,95.97895,21.26957
23,7,2008,0,0,0,0,174.1532,95.70527,21.4087
23,7,2008,1.76637,0,0,0,174.1532,95.72632,21.42609
23,7,2008,2.74768,0,0,0,173.4927,95.22105,21.46956
23,7,2008,3.53274,0,0,0,173.0524,94.84211,21.66957
23,7,2008,4.71032,0,0,0,172.3919,94.41053,21.83478
23,7,2008,7.06547,0,0,0,171.291,93.04211,22.28319
23,7,2008,431.3864,0,0,0,174.8137,87.41053,22.9469
23,7,2008,21.39268,0,0,0,169.97,90.12632,23.17273
23,7,2008,47.88821,0,0,0,168.2087,83.98948,24.7757
23,7,2008,583.0978,0,0,0,172.6121,77.86316,24.86916
23,7,2008,740.6972,0,0,0,169.97,71.84211,26.2451
23,7,2008,235.9083,0,0,0,163.8053,76.91579,26.4902
23,7,2008,84.58942,0,0,0,166.4473,75.64211,26.70588
23,7,2008,174.0854,0,0,0,163.1448,77.44211,26.80392
23,7,2008,825.6791,0,0,0,168.4289,68.25263,26.92157
23,7,2008,205.8801,0,0,0,165.3465,71.73685,27.42424
23,7,2008,202.5436,0,0,0,161.1633,71.48421,27.76768
23,7,2008,869.8383,0,0,0,165.5667,64.60001,27.9697
23,7,2008,892.8012,0,0,0,162.9246,61.97895,28.75258
23,7,2008,898.1002,0,0,0,161.1633,59.65263,29.12632
23,7,2008,846.6793,0,0,0,159.1818,58.37895,29.33684
23,7,2008,746.5851,0,0,0,157.4204,56.89474,29.63158
23,7,2008,168.5901,0,0,0,158.0809,59.01053,30.09783
23,7,2008,819.2025,0,0,0,156.9801,54.16842,30.34783
23,7,2008,757.7721,0,0,0,156.0994,52.44211,31.37079
24,7,2008,0,0,0,0,3.96303,97.67369,17.664
24,7,2008,0,0,0,0,2.86219,97.2,17.848
24,7,2008,0,0,0,0,1.76135,97.07368,18.14754
24,7,2008,0,0,0,0,0.44034,97.17896,18.48361
24,7,2008,0,0,0,0,-1.54118,97.05264,18.7459
24,7,2008,0,0,0,0.198,-3.74286,96.94737,18.94262
24,7,2008,0,0,0,4.752,-3.74286,96.8,19.10833
24,7,2008,0.58879,0,0,7.128,79.92114,95.81053,19.64167
24,7,2008,4.51405,0,0,0,174.8137,97.60001,20.08475
24,7,2008,0,0,0,0,174.3734,97.28422,20.11017
24,7,2008,39.25263,0,0,0,175.0339,97.78947,20.14407
24,7,2008,0,0,0,0,174.1532,97.25263,20.22881
24,7,2008,0,0,0,0,173.7129,97.44211,20.32203
24,7,2008,0,0,0,0,173.7129,97.44211,20.33898
24,7,2008,0,0,0,0,173.4927,97.17896,20.38136
24,7,2008,65.15937,0,0,0,175.2541,97.78947,20.38983
24,7,2008,0,0,0,0,173.4927,97.36842,20.54237
24,7,2008,0,0,0,0,173.4927,97.06316,20.55932
24,7,2008,0,0,0,0,173.4927,97.3579,20.58475
24,7,2008,2.74768,0,0,29.898,177.0154,95.21053,20.60169
24,7,2008,0,0,0,0,173.4927,97.02106,20.64407
24,7,2008,93.22501,0,0,0,175.4742,97.63158,20.73729
24,7,2008,0,0,0,0,173.7129,96.65263,20.89831
24,7,2008,0,0,0,0,174.1532,97.00001,21.12174
24,7,2008,0,0,0,0,173.9331,96.83158,21.14783
24,7,2008,153.2815,0,0,0,175.0339,97.01053,21.35652
24,7,2008,3.729,0,0,1.386,176.5751,95.67369,21.37391
24,7,2008,5.69163,0,0,1.188,177.2356,94.9579,21.96522
24,7,2008,144.4497,0,0,0,174.8137,94.8,22.28319
24,7,2008,16.4861,0,0,0.198,177.6759,96.10527,22.34513
24,7,2008,33.95353,0,0,0,178.7768,96.01053,22.51328
24,7,2008,63.393,0,0,0,179.2171,95.36842,22.69912
24,7,2008,174.6742,0,0,0,174.5936,93.48421,22.72566
24,7,2008,108.9261,0,0,0,178.1163,94.2,22.87611
24,7,2008,78.89779,0,0,0,178.7768,94.78947,22.88496
24,7,2008,130.1225,0,0,0,176.7952,92.96842,23.17273
24,7,2008,430.9939,0,0,0,173.7129,89.74738,23.83636
24,7,2008,164.2723,0,0,8.712,176.3549,87.11579,24.54206
24,7,2008,466.5176,0,0,0,172.1717,82.45264,25.42857
24,7,2008,502.4337,0,0,0,170.6305,74.48421,26.14706
24,7,2008,748.9403,0,0,0,171.0709,76.43158,26.31372
24,7,2008,396.6479,0,0,0,169.5297,72.8,26.97059
24,7,2008,487.3214,0,0,0,169.7499,68.46316,27.74747
24,7,2008,620.7804,0,0,0,169.5297,66.98948,27.91919
24,7,2008,422.9471,0,0,0,168.8692,66.85264,28.1134
24,7,2008,585.2568,0,0,0,168.649,65.06316,28.35052
24,7,2008,354.8438,0,0,0.396,170.8507,67.70527,28.56701
24,7,2008,581.1353,0,0,0,170.1902,65.47369,28.85567
25,7,2008,-0.19626,0,0,0,14.53112,98.21053,16.64844
25,7,2008,0,0,0,0,13.43027,97.98948,16.71094
25,7,2008,0,0,0,0,14.97145,98.44211,16.8125
25,7,2008,0,0,0,0,12.5496,97.86316,16.89063
25,7,2008,6.86921,0,0,0,15.41179,98.44211,17.008
25,7,2008,0,0,0,0,11.44876,97.89474,17.136
25,7,2008,39.84142,0,0,0,16.07229,98.49474,17.304
25,7,2008,0,0,0,0,10.56808,97.87369,17.36
25,7,2008,0,0,0,0,7.92606,97.85264,17.4
25,7,2008,0,0,0,0,8.80674,98.04211,17.4
25,7,2008,0,0,0,0,9.68741,98.07368,17.488
25,7,2008,0,0,0,0,7.04539,97.7579,17.592
25,7,2008,52.40226,0,0,0,16.95297,98.47369,17.696
25,7,2008,0,0,0,0,4.84371,97.9579,17.712
25,7,2008,0,0,0,0,5.94455,97.92632,17.784
25,7,2008,109.5149,0,0,0,17.3933,98.47369,18.15574
25,7,2008,178.992,0,0,0,17.83364,98.37895,19.03333
25,7,2008,292.2358,0,0,0,19.15465,97.61053,19.975
25,7,2008,0,0,0,0.99,31.26392,97.02106,20.80508
25,7,2008,0,0,0,0,31.26392,96.94737,20.83898
25,7,2008,-0.19626,0,0,0,31.04375,96.93684,20.88983
25,7,2008,0,0,0,0,31.48409,96.73685,20.91525
25,7,2008,0,0,0,0,31.26392,97.05264,20.91525
25,7,2008,1.76637,0,0,0,31.48409,96.5579,20.98305
25,7,2008,2.55142,0,0,0,31.70425,96.72632,21.06087
25,7,2008,2.94395,0,0,0,31.92442,96.36842,21.16522
25,7,2008,3.729,0,0,0.198,31.92442,96.26316,21.22609
25,7,2008,4.51405,0,0,0.396,31.92442,95.88422,21.34783
25,7,2008,447.0875,0,0,0,20.47566,92.56843,21.47826
25,7,2008,6.47668,0,0,0.198,32.14459,95.17896,21.55652
25,7,2008,17.66368,0,0,0.198,31.70425,94.68421,21.7913
25,7,2008,35.71989,0,0,0,31.26392,94.3579,22.15929
25,7,2008,63.00048,0,0,0.198,30.82358,94.08421,22.48672
25,7,2008,92.63622,0,0,0.396,31.70425,92.25263,22.56637
25,7,2008,641.1918,0,0,0,21.13617,83.57895,23.44545
25,7,2008,70.26221,0,0,0,31.92442,85.21053,23.8
25,7,2008,847.6606,0,0,0,22.45718,72.04211,25.29524
25,7,2008,176.8331,0,0,0,31.04375,76.91579,25.52381
25,7,2008,211.1792,0,0,0,30.38324,75.9579,25.89524
25,7,2008,856.0999,0,0,0,22.01684,65.4,26.86275
25,7,2008,165.6461,0,0,0,29.50257,68.92632,27.68687
25,7,2008,907.7172,0,0,0,22.89752,63.03158,27.71717
25,7,2008,393.3114,0,0,0,28.18156,68,27.77778
25,7,2008,932.25,0,0,0,24.21853,63.13684,28.13402
25,7,2008,598.9952,0,0,0,27.96139,66.58948,28.20619
25,7,2008,916.3527,0,0,0,25.75971,62.12632,28.5567
25,7,2008,724.9962,0,0,0,25.53954,61.92632,29.06316
25,7,2008,850.8008,0,0,0,26.20004,60.88421,29.07368
26,7,2008,21.19642,0,0,1.584,-4.1832,97.81053,19.75833
26,7,2008,0.98132,0,0,1.188,-3.96303,97.72632,19.775
26,7,2008,38.86011,0,0,0.99,-5.50421,97.90527,19.775
26,7,2008,117.7579,0,0,2.574,-25.97987,97.4,19.8
26,7,2008,73.0099,0,0,4.158,-22.89752,97.52632,19.80833
26,7,2008,50.83216,0,0,1.584,-7.04539,97.91579,19.81667
26,7,2008,-0.19626,0,0,0.396,-4.62354,97.81053,19.83333
26,7,2008,0,0,0,0.198,-5.06387,97.7579,19.85833
26,7,2008,63.98179,0,0,3.168,-9.24707,97.91579,19.86667
26,7,2008,0,0,0,0.594,-3.96303,97.74738,19.90833
26,7,2008,71.63605,0,0,4.554,-15.41179,97.7579,19.91667
26,7,2008,0,0,0,1.386,-1.76135,97.84211,19.975
26,7,2008,0,0,0,2.574,-0.66051,97.5579,20.0339
26,7,2008,160.1507,0,0,0.594,-25.0992,96.78947,20.21186
26,7,2008,0,0,0,2.97,-1.54118,97.51579,20.22034
26,7,2008,0,0,0,1.386,-3.52269,97.60001,20.29661
26,7,2008,0,0,0,5.148,-1.98152,97.61053,20.36441
26,7,2008,0,0,0,5.346,26.86055,97.27369,20.4661
26,7,2008,0,0,0,0,7.04539,97.06316,20.52542
26,7,2008,0,0,0,0,6.38488,97.00001,20.54237
26,7,2008,0,0,0,5.544,31.92442,97.16843,20.59322
26,7,2008,0,0,0,0,5.94455,96.85264,20.61864
26,7,2008,2.15889,0,0,0,5.50421,96.85264,20.65254
26,7,2008,2.55142,0,0,0,4.84371,96.44211,20.67797
26,7,2008,0,0,0,1.584,31.48409,97.1579,20.70339
26,7,2008,2.55142,0,0,0,4.1832,96.14737,20.71186
26,7,2008,182.9173,0,0,0.198,-22.89752,96.16843,20.74576
26,7,2008,0,0,0,1.188,31.48409,97.10527,20.77119
26,7,2008,2.94395,0,0,0,3.74286,95.96842,20.79661
26,7,2008,3.33647,0,0,0,3.08236,95.47369,20.90678
26,7,2008,3.92526,0,0,0,2.64202,95.24211,21.07826
26,7,2008,269.2731,0,0,0,-19.81516,95.63158,21.30435
26,7,2008,4.90658,0,0,0,1.76135,94.25263,21.45217
26,7,2008,7.06547,0,0,0,1.10084,93.58948,21.88696
26,7,2008,347.9746,0,0,0,-16.07229,93.27369,22.32743
26,7,2008,19.43005,0,0,0,0.66051,92.67369,22.47788
26,7,2008,45.33679,0,0,0,0,89.50526,23.17273
26,7,2008,411.9564,0,0,0,-12.98994,88.76842,23.44545
26,7,2008,99.1129,0,0,0,-0.66051,86.2,23.9
26,7,2008,542.2752,0,0,0,-10.34792,83.61053,24.27103
26,7,2008,97.34653,0,0,0,-0.88067,79.36842,25.6381
26,7,2008,567.0043,0,0,0,-7.92606,78.24211,25.74286
26,7,2008,390.76,0,0,0,-1.54118,71.2,26.51961
26,7,2008,644.1357,0,0,0,-5.28404,74.97895,26.67647
26,7,2008,293.806,0,0,0,-2.64202,68.12632,27.06061
